utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,cell_extra_raw,array_2af1,regen_field_raw,thermal_energy_raw,thermal_distance_raw,compressor_temp_raw,evse_current_raw,group_v1_raw,group_v2_raw,group_v3_raw,hv_temp_raw,batt_temp_a_raw,batt_temp_b_raw,coolant_1_raw,coolant_2_raw,pack_v,pack_a,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43
2026-09-03T23:55:23.615844Z,1497.23,13.9V,0,2256.7,76.446,145.91,254.75,36.66,102.2,00,-1.39,3.9771,3.9758,3.9802,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:55:32.335899Z,1505.95,13.9V,0,2256.7,76.446,145.91,254.75,36.66,102.2,00,-0.67,3.9771,3.9758,3.9802,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1391,46,00EA,01A2,038E,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:55:40.827634Z,1514.442,13.9V,0,2256.7,76.446,145.91,254.75,36.66,102.2,00,-0.67,3.9771,3.9758,3.9802,4.4,710FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1396,46,00EA,01A2,038E,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:55:49.486627Z,1523.101,13.9V,0,2256.7,76.446,145.91,254.75,36.66,102.2,00,-0.68,3.9771,3.9758,3.9802,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:55:58.586144Z,1532.2,13.9V,0,2256.7,76.446,145.9,254.75,36.66,102.2,00,-1.28,3.9771,3.9757,3.9801,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,382.0,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:56:07.290493Z,1540.905,13.9V,0,2256.7,76.446,145.9,254.75,36.66,102.2,00,-1.26,3.9771,3.9758,3.9801,4.3,720FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1391,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:56:13.892866Z,1547.507,13.9V,0,2256.7,76.446,145.9,254.75,36.66,102.2,00,-1.22,3.9771,3.9757,3.9802,4.5,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,138C,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:56:22.755539Z,1556.37,13.9V,0,2256.7,76.446,145.9,254.75,36.66,102.2,00,-0.61,3.9771,3.9757,3.9802,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,138C,46,00EA,01A2,0389,032E,381.88,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:56:29.357848Z,1562.972,13.9V,0,2256.7,76.446,145.9,254.75,36.66,102.2,00,-0.63,3.9771,3.9757,3.9801,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,138C,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:56:37.268116Z,1570.882,13.8V,0,2256.7,76.446,145.89,254.75,36.66,102.2,00,-1.28,3.9771,3.9757,3.9801,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1396,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:56:45.898172Z,1579.512,13.9V,0,2256.7,76.446,145.89,254.75,36.66,102.2,00,-1.28,3.9771,3.9757,3.9801,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1391,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:56:55.046962Z,1588.661,13.8V,0,2256.7,76.446,145.89,254.75,36.66,102.2,00,-0.64,3.9771,3.9757,3.9801,4.4,720FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:57:02.938020Z,1596.552,13.9V,0,2256.7,76.446,145.89,254.75,36.66,102.2,00,-0.65,3.977,3.9757,3.9801,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,381.7,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:57:12.284721Z,1605.899,13.8V,0,2256.7,76.446,145.89,254.75,36.66,102.2,00,-0.62,3.977,3.9757,3.9802,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1391,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:57:21.145682Z,1614.76,13.9V,0,2256.7,76.446,145.88,254.75,36.66,102.2,00,-1.23,3.977,3.9757,3.9801,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:57:29.805255Z,1623.42,13.9V,0,2256.7,76.446,145.88,254.75,36.66,102.2,00,-0.69,3.977,3.9756,3.9801,4.5,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:57:38.060066Z,1631.674,13.8V,0,2256.7,76.446,145.88,254.75,36.66,102.2,00,-0.69,3.977,3.9757,3.9801,4.4,720FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1396,46,00EA,01A2,0389,032E,381.7,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:57:46.801374Z,1640.416,13.9V,0,2256.7,76.446,145.88,254.75,36.66,102.2,00,-0.7,3.977,3.9756,3.9801,4.5,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:57:56.049034Z,1649.663,13.8V,0,2256.7,76.446,145.87,254.75,36.66,102.2,00,-1.36,3.977,3.9757,3.9801,4.4,710FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:58:03.872864Z,1657.487,13.9V,0,2256.7,76.446,145.87,254.75,36.66,102.2,00,-1.4,3.977,3.9756,3.9801,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1396,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:58:10.150967Z,1663.765,13.8V,0,2256.7,76.446,145.87,254.75,36.66,102.2,00,-1.24,3.977,3.9756,3.98,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,381.66,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:58:13.806248Z,1667.421,13.9V,0,2256.7,76.446,145.87,254.75,36.66,102.2,00,-0.68,3.977,3.9756,3.9801,4.5,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:58:17.538461Z,1671.153,13.8V,0,2256.7,76.446,145.87,254.75,36.66,102.2,00,-0.64,3.977,3.9756,3.98,4.4,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,381.7,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:58:22.356302Z,1675.971,13.9V,0,2256.7,76.446,145.87,254.75,36.66,102.2,00,-0.69,3.977,3.9756,3.9801,4.5,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,381.51,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:58:31.060057Z,1684.674,13.8V,0,2256.7,76.446,145.87,254.75,36.66,102.2,00,-0.68,3.977,3.9756,3.9801,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1396,46,00EA,01A2,0389,032E,381.7,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:58:39.835940Z,1693.45,13.9V,0,2256.7,76.446,145.86,254.75,36.66,102.2,00,-1.36,3.977,3.9756,3.9801,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1391,46,00EA,01A2,0389,032E,381.48,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:58:49.153384Z,1702.768,13.9V,0,2256.7,76.446,145.86,254.75,36.66,102.2,00,-0.68,3.977,3.9756,3.9801,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,382.22,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:58:57.591936Z,1711.206,13.8V,0,2256.7,76.446,145.86,254.75,36.66,102.2,00,-0.67,3.977,3.9756,3.98,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:59:05.657291Z,1719.272,13.9V,0,2256.7,76.446,145.86,254.75,36.66,102.2,00,-0.65,3.9769,3.9756,3.98,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1391,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:59:14.954424Z,1728.569,13.9V,0,2256.7,76.446,145.86,254.75,36.66,102.2,00,-0.63,3.9769,3.9756,3.9801,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,381.7,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:59:22.844770Z,1736.459,13.9V,0,2256.7,76.446,145.85,254.75,36.66,102.2,00,-1.39,3.9769,3.9756,3.98,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:59:31.041071Z,1744.655,13.9V,0,2256.7,76.446,145.85,254.75,36.66,102.2,00,-1.2,3.9769,3.9756,3.98,4.4,720FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:59:39.289155Z,1752.903,13.9V,0,2256.7,76.446,145.85,254.75,36.66,102.2,00,-0.61,3.9769,3.9755,3.98,4.5,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:59:47.262832Z,1760.877,13.8V,0,2256.7,76.446,145.85,254.75,36.66,102.2,00,-0.62,3.9769,3.9755,3.98,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,381.88,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:59:54.261792Z,1767.876,13.9V,0,2256.7,76.446,145.85,254.75,36.66,102.2,00,-0.64,3.9769,3.9756,3.98,4.4,710FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,381.7,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-03T23:59:58.053591Z,1771.668,13.8V,0,2256.7,76.446,145.84,254.75,36.66,102.2,00,-1.37,3.9769,3.9755,3.98,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,381.7,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:00:02.220716Z,1775.835,13.9V,0,2256.7,76.446,145.84,254.75,36.66,102.2,00,-1.27,3.9769,3.9755,3.98,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1396,46,00EA,01A2,0389,032E,381.88,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:00:06.637861Z,1780.252,13.8V,0,2256.7,76.446,145.84,254.75,36.66,102.2,00,-1.39,3.9769,3.9756,3.9799,4.3,720FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1396,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:00:15.551816Z,1789.166,13.8V,0,2256.7,76.446,145.84,254.75,36.66,102.2,00,-0.68,3.9769,3.9755,3.9799,4.4,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:00:22.554725Z,1796.169,13.9V,0,2256.7,76.446,145.84,254.75,36.66,102.2,00,-0.6,3.9769,3.9755,3.98,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:00:29.696105Z,1803.31,13.9V,0,2256.7,76.446,145.84,254.75,36.66,102.2,00,-0.61,3.9769,3.9755,3.9799,4.4,720FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,381.7,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:00:37.217236Z,1810.832,13.9V,0,2256.7,76.446,145.83,254.75,36.66,102.2,00,-1.24,3.9769,3.9754,3.9799,4.5,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,381.85,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:00:45.772229Z,1819.387,13.9V,0,2256.7,76.446,145.83,254.75,36.66,102.2,00,-1.23,3.9769,3.9755,3.98,4.5,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1391,1391,46,00EA,01A2,0389,032E,382.22,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:00:55.473178Z,1829.087,13.9V,0,2256.7,76.446,145.83,254.75,36.66,102.2,00,-0.63,3.9768,3.9755,3.9799,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6F,0064,036E,1396,1391,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:01:03.828723Z,1837.443,13.9V,0,2256.7,76.446,145.83,254.75,36.66,102.2,00,-0.63,3.9769,3.9755,3.9799,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1396,1396,46,00EA,01A2,0389,032E,381.88,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:01:13.337488Z,1846.952,13.9V,0,2256.7,76.446,145.83,254.75,36.66,102.2,00,-0.62,3.9768,3.9754,3.9798,4.4,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1396,1396,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:01:22.213401Z,1855.828,13.9V,0,2256.7,76.446,145.82,254.75,36.66,102.2,00,-1.21,3.9768,3.9754,3.9798,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1391,138C,46,00EA,01A2,0389,032E,381.88,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:01:28.526787Z,1862.141,13.9V,0,2256.7,76.446,145.82,254.75,36.66,102.2,00,-1.22,3.9768,3.9755,3.9799,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1391,1396,46,00EA,01A2,0389,032E,381.88,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:01:36.453545Z,1870.068,13.9V,0,2256.7,76.446,145.82,254.75,36.66,102.2,00,-0.61,3.9768,3.9754,3.9798,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1391,1396,46,00EA,01A2,0389,032E,381.7,1.2,0.46,13.0,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:01:45.180408Z,1878.795,13.9V,0,2256.7,76.446,145.82,254.75,36.66,102.2,00,-0.61,3.9768,3.9755,3.9799,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1396,1391,46,00EA,01A2,0389,032E,381.88,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:01:53.206648Z,1886.821,13.9V,0,2256.7,76.446,145.82,254.75,36.66,102.2,00,-0.62,3.9768,3.9755,3.9799,4.4,710FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1396,1396,46,00EA,01A2,0389,032E,382.07,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:02:00.698391Z,1894.313,13.9V,0,2256.7,76.446,145.81,254.75,36.66,102.2,00,-1.27,3.9768,3.9754,3.9799,4.5,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1391,1396,46,00EA,01A2,0389,032E,381.88,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:02:07.309901Z,1900.924,13.9V,0,2256.7,76.446,145.81,254.75,36.66,102.2,00,-1.33,3.9768,3.9754,3.9798,4.4,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1396,1391,46,00EA,01A2,0389,032E,381.88,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:02:15.079204Z,1908.694,13.9V,0,2256.7,76.446,145.81,254.75,36.66,102.2,00,-0.68,3.9768,3.9754,3.9798,4.4,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1396,1396,46,00EA,01A2,0389,032E,381.88,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:02:23.558858Z,1917.173,13.9V,0,2256.7,76.446,145.81,254.75,36.66,102.2,00,-0.65,3.9768,3.9754,3.9798,4.4,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1396,1396,46,00EA,01A2,0389,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:02:31.762642Z,1925.377,13.9V,0,2256.7,76.446,145.81,254.75,36.66,102.2,00,-0.65,3.9768,3.9754,3.9798,4.4,760FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1396,1396,46,00EA,01A2,0389,032E,381.88,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
2026-09-04T00:02:40.189704Z,1933.804,13.9V,0,2256.7,76.446,145.8,254.75,36.66,102.2,00,-1.31,3.9768,3.9754,3.9798,4.4,730FB317,757575757575757575757676767675757575757575757575,000000,000140,000044,6E,0064,036E,1396,1396,46,00EA,01A2,0389,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBDBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBEBFBE
