utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,pack_v,pack_a,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43
2026-09-03T07:01:30.296778Z,89.061,13.5V,,,89.653,172.03,298.24,0.0,105.8,1A,0.0,4.0917,4.0911,4.0934,2.3,392.7,0.0,0.0,12.7,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:01:36.979720Z,95.744,13.5V,,,89.653,172.03,298.24,0.0,105.8,1A,0.0,4.0916,4.0911,4.0933,2.2,392.66,-0.25,-0.1,12.7,0,0,0,0,0,-0.99,0.0,0.0,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:01:43.622213Z,102.386,13.5V,,,89.653,172.03,298.24,0.0,105.8,17,0.0,4.0917,4.0912,4.0934,2.2,392.7,-0.25,-0.1,12.7,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:01:50.325723Z,109.09,13.5V,,,89.653,172.03,298.24,0.0,105.8,17,0.0,4.0916,4.0911,4.0933,2.2,393.05,0.0,0.0,12.7,0,0,0,0,0,-0.99,0.0,0.0,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:01:57.020926Z,115.785,13.5V,,,89.653,172.03,298.24,0.0,105.8,17,0.0,4.0917,4.0912,4.0934,2.2,392.7,0.0,0.0,12.7,0,0,0,0,0,-0.99,0.0,0.0,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:02:03.820966Z,122.585,13.5V,,,89.653,172.03,298.24,0.0,105.8,17,0.0,4.0917,4.0912,4.0933,2.1,392.36,0.0,0.0,12.7,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:02:10.522053Z,129.286,13.5V,,,89.653,172.03,298.24,0.0,105.8,14,0.0,4.0916,4.0911,4.0934,2.3,392.7,0.0,0.0,12.7,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:02:17.188313Z,135.952,13.5V,,,89.653,172.03,298.24,0.0,105.8,14,0.0,4.0916,4.0911,4.0933,2.2,392.9,-0.25,-0.1,12.7,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:02:31.400166Z,150.164,13.5V,,,89.653,172.03,298.24,0.0,105.8,14,0.0,4.0916,4.0911,4.0933,2.2,392.86,0.0,0.0,12.7,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:02:43.749886Z,162.514,13.5V,,,89.653,172.03,298.24,0.0,105.8,10,0.0,4.0916,4.091,4.0932,2.2,392.51,0.0,0.0,12.7,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:02:50.485013Z,169.249,13.5V,,,89.653,172.03,298.24,0.0,105.8,10,0.0,4.0915,4.0911,4.0932,2.1,392.66,0.0,0.0,12.7,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:02:57.150074Z,175.914,13.5V,,,89.653,172.03,298.24,0.0,105.8,10,0.0,4.0916,4.0911,4.0933,2.2,392.86,-0.25,-0.1,12.7,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:03:03.823085Z,182.587,13.5V,,,89.653,172.03,298.24,0.0,105.8,10,0.0,4.0915,4.0911,4.0932,2.1,392.66,0.0,0.0,12.7,0,0,0,0,0,-0.99,0.0,0.0,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:03:10.525148Z,189.289,13.5V,,,89.653,172.03,298.24,0.0,105.8,0D,0.0,4.0916,4.0911,4.0932,2.1,392.86,0.0,0.0,12.7,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:03:17.221463Z,195.985,13.5V,,,89.653,172.03,298.24,0.0,105.8,0D,0.0,4.0916,4.0911,4.0932,2.1,392.66,0.0,0.0,12.7,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:03:23.917458Z,202.681,13.5V,,,89.653,172.03,298.24,0.0,105.8,0D,0.0,4.0918,4.0912,4.0935,2.3,392.86,-0.85,-0.33,12.8,0,0,0,0,0,-0.99,0.0,0.0,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:03:30.621891Z,209.386,13.6V,,,89.653,172.03,298.24,0.0,105.8,06,0.0,4.0916,4.0911,4.0934,2.3,392.86,0.0,0.0,12.8,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:03:37.317569Z,216.081,13.6V,,,89.653,172.03,298.24,0.0,105.8,00,0.0,4.0915,4.091,4.0932,2.2,392.7,0.0,0.0,12.8,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:03:51.847418Z,230.611,13.6V,,,89.653,172.03,298.24,0.0,105.8,00,0.0,4.0916,4.0911,4.0933,2.2,392.66,-0.55,-0.22,12.5,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
2026-09-03T07:04:04.014244Z,242.778,13.1V,,,89.653,172.03,298.24,0.0,104.0,00,0.0,4.0916,4.0911,4.0934,2.3,393.01,-0.25,-0.1,12.3,0,0,0,0,0,-0.99,0.0,-0.00637,DBDCDDDDDDDDDDDDDDDDDDDDDDDDDBDBDBDBDBDBDBDBDBDBDCDC
