utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,cell_extra_raw,array_2af1,obd_standard,run_time_s,dist_with_mil_km,warmups_since_clear,dist_since_clear_km,module_voltage,regen_field_raw,thermal_energy_raw,thermal_distance_raw,compressor_temp_raw,evse_current_raw,group_v1_raw,group_v2_raw,group_v3_raw,hv_temp_raw,batt_temp_a_raw,batt_temp_b_raw,coolant_1_raw,coolant_2_raw,pack_v,pack_a,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43
2026-09-04T00:43:07.283818Z,71.659,12.9V,92,2258.9,75.447,143.07,250.4,38.03,102.2,00,-13.48,3.8672,3.8649,3.871,6.1,7910B817,767676757675757575757676767676767576757675757676,5.0,1560.0,0.0,9.0,131.0,12.633,00000C,0001C2,000060,6B,0184,0969,1396,1396,64,00EA,01A2,03F7,01C6,364.22,872.4,317.75,12.2,62,62,62,62,0,0.31,0.03823,0.32493,BABABABABABBBBBABBBABABABBBBBBBBBBBBBBBBBBBBBBBBBCBB
2026-09-04T00:43:14.371642Z,78.747,13.0V,85,2259.0,74.945,142.64,249.78,38.09,102.2,00,-28.31,3.9488,3.947,3.9518,4.8,720FB317,767676757675757575757676767676767576757675757676,5.0,1565.0,0.0,9.0,131.0,12.621,00000C,0001C2,000060,6B,0184,0964,1396,1396,64,00EA,01A2,03F2,01C4,380.14,-43.15,-16.4,12.2,88,88,88,88,0,0.0,0.01274,-0.03823,BAB9BABABABABABABABABABABABABBBBBABBBBBBBBBBBBBBBBBB
2026-09-04T00:43:20.258611Z,84.634,12.9V,76,2259.2,74.945,142.66,249.78,38.15,102.2,00,-30.24,3.9666,3.9646,3.9699,5.3,760FB517,767676757675757575767676767676767576757675757676,5.0,1572.0,0.0,9.0,131.0,12.615,00000C,0001C2,000060,6B,0184,0955,1396,1396,64,00EA,01A2,03F2,01CE,380.78,-48.25,-18.37,12.2,78,79,78,79,0,0.99,0.03186,-0.03823,BAB9BABABABABABABABABABABABABBBBBABBBBBBBBBBBBBBBBBB
2026-09-04T00:43:27.291067Z,91.666,13.0V,60,2259.4,74.945,142.69,249.78,38.28,102.2,00,-33.48,3.9713,3.9689,3.9752,6.3,760FB317,767676757676757575767676767676767576757675757676,5.0,1580.0,0.0,9.0,132.0,12.587,00000D,0001C2,000060,6B,0184,093C,1396,1396,64,00EA,01A2,03F2,01D4,382.15,-95.35,-36.44,12.1,67,67,67,67,0,1.94,0.03186,-0.09557,BAB9BABABABABABABABABABABABABBBBBBBBBBBBBBBBBBBBBBBB
2026-09-04T00:43:34.937407Z,99.312,12.9V,30,2259.5,74.945,142.77,249.78,38.34,102.2,00,-26.89,3.9803,3.9783,3.9849,6.6,730FB817,767676757676757575767676767676767576757675757676,5.0,1588.0,0.0,9.0,132.0,12.581,00000F,0001C2,000060,6B,0184,0937,1396,1396,64,00EA,01A2,03F2,01D2,382.49,-115.75,-44.27,12.1,47,47,47,47,0,1.23,0.03186,-0.10831,BAB9BABABABABABABABABABABABABBBBBBBBBBBBBBBBBBBBBCBB
2026-09-04T00:43:42.800733Z,107.176,12.9V,10,2259.5,74.945,142.87,249.78,38.4,102.2,00,-20.39,3.9642,3.9627,3.9672,4.5,760FB717,767676757675757575767676767676767576757675757676,5.0,1595.0,0.0,9.0,132.0,12.593,000011,0001C2,000060,6B,0184,094F,1396,139A,64,00EA,01A2,03F2,01CE,379.99,21.9,8.32,12.1,3,3,3,3,0,0.48,0.03186,0.01911,BABABABABABABABABABABABABABABBBBBBBBBBBBBBBBBBBBBCBB
2026-09-04T00:43:49.444477Z,113.819,12.9V,24,2259.5,74.945,142.83,249.78,38.4,102.2,00,-22.75,3.9235,3.9199,3.9271,7.2,780FB417,767676767676757575767676767676767576757675757676,5.0,1601.0,0.0,9.0,132.0,12.587,000011,0001C2,000060,6B,0184,0955,1396,1396,64,00EA,01A2,03F2,01C8,380.26,-16.15,-6.14,12.1,30,29,30,29,0,-50.42,-0.09557,-0.0446,BAB9BABABABABABABABABABABABABBBBBBBBBBBBBBBBBBBBBCBB
2026-09-04T00:43:55.829843Z,120.205,12.9V,39,2259.6,74.945,142.82,249.78,38.46,102.2,00,-22.93,3.9453,3.9436,3.9485,4.9,780FB317,767676767676757575767676767676767576757675757676,5.0,1608.0,0.0,9.0,132.0,12.615,000011,0001C2,000060,6B,0184,0964,1396,1396,64,00EA,01A2,03F2,01C7,377.48,162.3,61.27,12.1,25,25,25,25,0,0.0,0.0446,0.1338,BAB9BABABABABABABABABABABABABBBBBBBBBBBBBBBBBBBBBCBB
2026-09-04T00:44:03.065206Z,127.44,12.9V,56,2259.7,74.945,142.69,249.78,38.46,102.2,00,-24.52,3.9103,3.9072,3.9144,7.2,710FB317,767676757676757576767676767676767576767675757676,5.0,1614.0,0.0,9.0,132.0,12.608,000011,0001C2,000060,6B,0184,096E,1396,1396,64,00EA,01A2,03F2,01CA,377.75,116.1,43.86,12.1,55,54,54,55,0,0.18,0.0,0.05734,BAB9BABABABABABABABABABABABABBBBBABBBBBBBBBBBBBBBBBB
2026-09-04T00:44:09.253272Z,133.628,13.0V,55,2259.8,74.945,142.63,249.16,38.53,102.2,00,-0.66,3.9507,3.9486,3.9542,5.6,760FB717,767676757676757575767676767676767576757675757676,5.0,1621.0,0.0,9.0,132.0,12.608,000011,0001C2,000060,6B,0184,0964,1396,1396,64,00EA,01A2,03F2,01CB,379.49,25.5,9.68,12.2,56,56,56,56,0,-0.24,0.02548,0.00637,BAB9BABABABABABABABABABABABABBBBBABBBBBBBBBBBBBBBBBB
2026-09-04T00:44:16.078149Z,140.453,12.9V,38,2259.9,74.945,142.62,249.16,38.59,102.2,00,-2.58,3.9631,3.9613,3.9661,4.8,760FB317,767676757676757575767676767676767576757675757676,5.0,1629.0,0.0,9.0,132.0,12.587,000012,0001C2,000060,6B,0184,095F,1391,1396,64,00EA,01A2,03F2,01CB,380.41,-31.45,-11.96,12.1,50,50,50,50,0,0.68,0.02548,-0.03823,BAB9BABABABABABABABABABABABABBBBBABBBBBBBBBBBBBBBBBB
2026-09-04T00:44:23.615356Z,147.99,12.9V,9,2259.9,74.945,142.69,249.16,38.65,102.2,00,0.0,3.9798,3.9775,3.9837,6.2,750FB117,767676757676757575767676767676767576757675757676,5.0,1635.0,0.0,9.0,132.0,12.608,000013,0001C2,000060,6B,0184,0964,1391,1391,64,00EA,01A2,03F2,01CB,380.75,-29.95,-11.4,12.1,17,17,17,17,200,1.87,0.03186,-0.15291,BAB9BABABABABABABABABABABABABBBBBBBBBBBBBBBBBBBBBBBB
2026-09-04T00:44:30.156512Z,154.531,12.9V,41,2260.0,74.945,142.68,249.16,38.71,102.2,00,-5.87,3.9382,3.9364,3.9417,5.3,740FB717,767676757676757575767676767676767576757675757676,5.0,1642.0,0.0,9.0,132.0,12.575,000014,0001CC,000062,6B,0184,0964,1396,1396,64,00EA,01A2,03F2,01CC,377.15,157.8,59.51,12.1,30,30,30,30,0,0.0,0.02548,0.12105,BAB9BABABABABABABABABABABABABBBBBBBBBBBBBBBBBBBBBBBB
2026-09-04T00:44:36.738107Z,161.113,12.9V,60,2260.1,74.945,142.56,249.16,38.71,102.2,00,-20.69,3.9335,3.931,3.9374,6.4,730FB717,767676767676757576767676767676767576767675757676,5.0,1650.0,0.0,9.0,132.0,12.608,000014,0001CC,000062,6B,0184,095F,139A,139A,64,00EA,01A2,03F2,01CB,376.5,173.7,65.4,12.2,52,52,52,53,0,1.17,0.03186,0.07008,BAB9BABABABABABABABABABABABABBBBBABBBBBBBBBBBBBBBBBB
2026-09-04T00:44:44.617765Z,168.993,12.9V,67,2260.2,74.945,142.46,249.16,38.77,102.2,00,-24.14,3.9338,3.9316,3.9375,5.9,740FB317,767676757676757576767676767676767576767675757676,5.0,1656.0,0.0,9.0,132.0,12.602,000014,0001CC,000062,6B,0184,095F,1396,1396,64,00EA,01A2,03F2,01CB,376.84,149.4,56.3,12.2,65,65,64,65,0,1.23,0.03186,0.06371,BAB9BABABABABABABABABABABABABBBBBABABABBBBBABABBBBBA
2026-09-04T00:44:51.217569Z,175.593,12.9V,70,2260.3,74.945,142.38,249.16,38.9,102.2,00,-28.6,3.9572,3.9557,3.9602,4.5,720FB317,767676757676757576767676767676767576767675757676,5.0,1663.0,0.0,9.0,133.0,12.608,000014,0001CC,000062,6B,0184,0969,1396,1396,64,00EA,01A2,03F2,01CB,378.09,88.2,33.35,12.2,70,69,69,70,0,0.24,0.02548,0.01911,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:44:58.228398Z,182.603,13.0V,62,2260.5,74.945,142.37,249.16,38.96,102.2,00,-20.88,3.9624,3.9606,3.9655,4.9,730FB717,767676767676757576767676767676767576767675757676,5.0,1670.0,0.0,9.0,133.0,12.608,000014,0001CC,000062,6B,0184,0964,1396,1396,64,00EA,01A2,03F2,01CB,379.68,33.6,12.76,12.2,64,64,64,64,0,0.62,0.01911,-0.01274,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:45:05.277502Z,189.652,12.9V,57,2260.6,74.945,142.35,249.16,39.02,102.2,00,-17.99,3.9417,3.9398,3.9451,5.3,780FB417,767676767676757576767676767676767576767675757676,5.0,1677.0,0.0,9.0,133.0,12.615,000014,0001CC,000062,6B,0184,0964,139A,139A,64,00EA,01A2,03F2,01CC,380.9,-39.85,-15.18,12.2,62,62,62,62,0,1.23,0.02548,-0.0446,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:45:12.123297Z,196.498,12.9V,68,2260.7,74.945,142.35,249.16,39.08,102.2,00,-17.34,3.9278,3.9262,3.9312,5.0,710FB417,767676767676757576767676767676767576767675757676,5.0,1683.0,0.0,9.0,133.0,12.615,000015,0001CC,000062,6B,0184,095F,1396,1391,64,00EA,01A2,03ED,01CC,373.75,298.5,111.56,12.1,62,62,61,61,0,0.86,0.03186,0.10194,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:45:18.382520Z,202.757,13.0V,67,2260.8,74.945,142.26,248.53,39.21,102.2,00,-28.27,3.9469,3.945,3.95,5.0,760FB717,767676767676757576767676767676767576767675757676,5.0,1691.0,0.0,9.0,133.0,12.627,000015,0001CC,000062,6B,0184,095A,1396,1396,64,00EA,01A2,03ED,01CD,376.68,137.4,51.76,12.1,66,66,66,66,0,0.0,0.01274,0.02548,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:45:25.996605Z,210.371,13.0V,63,2261.0,74.945,142.22,248.53,39.27,102.2,00,-29.66,3.9574,3.9559,3.9603,4.4,710FB317,767676767676757576767676767676767576767675757676,5.0,1698.0,0.0,9.0,133.0,12.608,000015,0001CC,000062,6B,0184,0964,1396,1396,64,00EA,01A2,03ED,01CC,380.59,-58.15,-22.13,12.2,63,63,63,63,0,0.37,0.01911,0.0,BAB9BABAB9BABAB9BAB9BAB9BABABABABABABABABABABABABBBA
2026-09-04T00:45:33.252608Z,217.628,13.0V,49,2261.1,74.945,142.21,248.53,39.33,102.2,00,-22.29,3.9641,3.9623,3.9669,4.6,730FB417,767676767676757576767676767676767576767675757676,5.0,1705.0,0.0,9.0,133.0,12.587,000015,0001CC,000062,6B,0184,0964,1396,1396,64,00EA,01A2,03ED,01CC,381.85,-91.75,-35.03,12.1,57,57,56,57,0,0.18,0.0,-0.05734,BAB9BABAB9BABAB9BAB9BAB9BABABABABABABABABABABABABBBA
2026-09-04T00:45:39.778807Z,224.154,12.9V,33,2261.1,74.945,142.26,248.53,39.39,102.2,00,-13.05,3.9704,3.969,3.9733,4.3,720FB317,767676767676757576767676767676767576767675757676,5.0,1712.0,0.0,9.0,133.0,12.587,000017,0001CC,000062,6B,0184,096E,1391,1391,64,00EA,01A2,03ED,01CC,381.85,-74.65,-28.51,12.1,39,40,40,40,0,1.12,0.01274,-0.08283,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:45:46.672857Z,231.048,12.9V,0,2261.2,74.945,142.32,248.53,39.46,102.2,00,-3.9,3.974,3.9718,3.9772,5.4,730FB417,767676767676757576767676767676767576767675757676,5.0,1719.0,0.0,9.0,133.0,12.621,000018,0001CC,000062,6B,0184,0977,1396,1396,64,00EA,01A2,03ED,01C7,380.14,4.5,1.71,12.2,9,9,9,9,1100,1.12,0.01911,-0.17202,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:45:54.272127Z,238.647,12.9V,0,2261.2,74.945,142.32,248.53,39.46,102.2,00,-3.21,3.9588,3.9575,3.9618,4.3,710FB317,767676767676757576767676767676767576767675757676,5.0,1726.0,0.0,9.0,133.0,12.648,000018,0001CC,000062,6B,0184,0964,1391,1391,64,00EA,01A2,03ED,01CB,379.99,10.8,4.1,12.2,0,0,0,0,1000,1.06,0.02548,-0.00637,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:46:00.652113Z,245.027,12.9V,0,2261.2,74.945,142.31,248.53,39.46,102.2,00,-2.6,3.9584,3.9571,3.9613,4.2,730FB317,767676767676757576767676767676767576767675757676,5.0,1732.0,0.0,9.0,133.0,12.648,000018,0001CC,000062,6B,0184,094B,1396,1391,64,00EA,01A2,03ED,01CD,380.14,11.1,4.22,12.2,0,0,0,0,1000,1.06,0.01911,-0.00637,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:46:07.117544Z,251.492,12.9V,0,2261.2,74.945,142.3,248.53,39.46,102.2,00,-3.27,3.9583,3.9571,3.9613,4.2,720FB317,767676767676757576767676767676767576767675757676,5.0,1739.0,0.0,9.0,133.0,12.64,000018,0001CC,000062,6B,0184,0955,1396,1396,64,00EA,01A2,03ED,01C4,380.14,10.2,3.88,12.2,0,0,0,0,1100,0.86,0.02548,-0.00637,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:46:14.430277Z,258.805,12.9V,0,2261.2,74.945,142.3,248.53,39.46,102.2,00,2.57,3.9583,3.957,3.9612,4.2,730FB317,767676767676757576767676767676767576767675757676,5.0,1746.0,0.0,9.0,133.0,12.608,000018,0001CC,000062,6B,0184,0955,139A,1391,64,00EA,01A2,03ED,01C9,380.11,10.5,3.99,12.2,0,0,0,0,1000,0.75,0.01911,-0.00637,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:46:20.633626Z,265.009,12.9V,46,2261.2,74.945,142.27,248.53,39.46,102.2,00,3.29,3.9296,3.9277,3.933,5.3,710FB417,767676767676767576767676767676767576767676757676,5.0,1753.0,0.0,9.0,133.0,12.587,000018,0001CC,000062,6B,0184,094B,1391,1391,64,00EA,01A2,03ED,01C8,375.1,273.0,102.4,12.1,29,29,29,29,0,-1.94,0.02548,0.21025,BAB9BABABABABABABABABABABABABABABABABABABABABABABBBA
2026-09-04T00:46:27.477430Z,271.852,12.9V,64,2261.3,74.945,142.09,248.53,39.52,102.2,00,-7.97,3.9142,3.9124,3.9173,4.9,730FB517,767676767676767576767676767676767576767676757676,5.0,1760.0,0.0,9.0,134.0,12.608,000018,0001CC,000062,6B,0184,095A,1396,1396,64,00EA,01A2,03ED,01C9,375.93,169.8,63.83,12.2,62,62,61,62,0,-0.04,0.01274,0.03823,B9B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABABBBA
2026-09-04T00:46:34.605884Z,278.981,12.9V,75,2261.5,74.444,141.96,248.53,39.58,102.2,00,-19.7,3.9101,3.9083,3.9138,5.5,740FB717,767676767676757576767676767676767576767676757676,5.0,1768.0,0.0,9.0,134.0,12.621,000018,0001D6,000064,6B,0184,0955,1396,1396,64,00EA,01A2,03ED,01CE,377.67,81.6,30.82,12.2,75,75,75,75,0,1.3,0.03823,0.00637,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA
2026-09-04T00:46:42.689116Z,287.064,12.9V,76,2261.6,74.444,141.87,248.53,39.71,102.2,00,-28.92,3.9492,3.9472,3.9526,5.4,710FB617,767676767676767576767676767676767576767676757676,5.0,1774.0,0.0,9.0,134.0,12.621,000018,0001D6,000064,6B,0184,0932,1391,1391,64,00EA,01A2,03ED,01D9,378.58,40.5,15.33,12.2,76,76,75,76,0,0.75,0.01911,-0.00637,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA
2026-09-04T00:46:49.098201Z,293.473,13.0V,78,2261.8,74.444,141.84,247.91,39.77,102.2,00,-31.52,3.9381,3.9364,3.941,4.6,780FB417,767676767676767676767676767676767576767675757676,5.0,1782.0,0.0,9.0,134.0,12.64,000018,0001D6,000064,6B,0184,0923,1391,1396,64,00EA,01A2,03ED,01DB,377.48,103.5,39.07,12.2,76,77,77,76,0,1.5,0.03823,-0.01274,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA
2026-09-04T00:46:56.430873Z,300.806,13.0V,78,2262.0,74.444,141.78,247.91,39.89,102.2,00,-34.21,3.9277,3.9247,3.9308,6.1,780FB717,767676767676767576767676767676767576767676757676,5.0,1789.0,0.0,9.0,134.0,12.615,000018,0001D6,000064,6B,0184,091E,1396,1396,64,00EA,01A2,03ED,01DB,380.41,-40.15,-15.27,12.2,78,78,78,78,0,0.31,0.03823,-0.0446,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABABA
2026-09-04T00:47:03.792324Z,308.167,13.0V,78,2262.1,74.444,141.74,247.91,39.95,102.2,00,-35.57,3.9499,3.9484,3.953,4.6,780FB717,767676767676767676767676767676767576767676767676,5.0,1795.0,0.0,9.0,134.0,12.627,000018,0001D6,000064,6B,0184,0919,1396,1396,64,00EA,01A2,03E8,01DD,377.48,104.7,39.52,12.2,78,78,78,78,0,0.79,0.03186,0.01274,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABAB9BABABABABABABABABA
2026-09-04T00:47:09.828076Z,314.203,13.0V,73,2262.2,74.444,141.72,247.91,40.08,102.2,00,-37.69,3.9605,3.9586,3.9638,5.2,760FB317,767676767676767676767676767676767576767676757676,5.0,1802.0,0.0,9.0,134.0,12.621,000019,0001D6,000064,6B,0184,0914,1396,1396,64,00EA,01A2,03E3,01D7,378.28,84.6,32.0,12.2,72,72,73,73,0,0.0,0.01911,-0.02548,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABAB9BABABABABABABABABA
2026-09-04T00:47:16.962337Z,321.337,13.0V,69,2262.4,74.444,141.71,247.91,40.14,102.2,00,-35.79,3.9476,3.9461,3.9506,4.5,760FB317,767676767676767676767676767676767576767676757676,5.0,1809.0,0.0,9.0,135.0,12.615,000019,0001D6,000064,6B,0184,091E,1391,1391,64,00EA,01A2,03E3,01D2,380.59,-44.05,-16.76,12.2,70,70,71,70,0,0.04,0.03186,-0.01274,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABAB9BABABABABABABABABA
2026-09-04T00:47:24.161064Z,328.536,13.0V,64,2262.5,74.444,141.7,247.91,40.2,102.2,00,-24.77,3.9615,3.9594,3.9648,5.4,760FB317,767676767676767676767676767776767676767676767676,5.0,1816.0,0.0,9.0,135.0,12.608,000019,0001D6,000064,6B,0184,0927,1396,1396,64,00EA,01A2,03DE,01D1,379.62,5.4,2.05,12.2,65,65,65,66,0,-3.17,0.00637,-0.03186,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABAB9BABABABABABABABABA
2026-09-04T00:47:31.603360Z,335.978,13.0V,50,2262.6,74.444,141.71,247.91,40.33,102.2,00,-15.79,3.9617,3.96,3.9647,4.7,730FB417,767676767676767676767676767776767576767676767676,5.0,1823.0,0.0,9.0,135.0,12.575,00001A,0001D6,000064,6B,0184,0937,1396,1396,64,00EA,01A2,03DE,01D2,382.15,-130.15,-49.74,12.1,58,58,58,58,0,4.49,0.05097,-0.07008,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABAB9BABABABABABABABABA
2026-09-04T00:47:37.753901Z,342.129,12.9V,42,2262.7,74.444,141.76,247.91,40.39,102.2,00,-7.19,3.9352,3.9335,3.9381,4.6,730FB417,767676767676767676767676767776767576767676767676,5.0,1830.0,0.0,9.0,135.0,12.575,00001A,0001D6,000064,6B,0184,0946,1391,1391,64,00EA,01A2,03DE,01D1,380.9,-62.65,-23.86,12.1,49,50,49,50,0,7.81,0.07008,-0.03823,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABABA
2026-09-04T00:47:44.390224Z,348.765,12.9V,6,2262.7,74.444,141.8,247.91,40.45,102.2,00,-2.6,3.9833,3.981,3.9873,6.3,760FB817,767776767676767676767777767776767676767676767676,5.0,1836.0,0.0,9.0,135.0,12.602,00001C,0001D6,000064,6B,0184,094B,1396,1396,64,00EA,01A2,03DE,01D1,380.75,-24.25,-9.23,12.1,17,17,17,17,900,5.68,0.01274,-0.22299,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA
2026-09-04T00:47:50.586957Z,354.962,12.9V,21,2262.8,74.444,141.82,247.91,40.45,102.2,00,2.66,3.9472,3.9457,3.9503,4.6,780FB317,767676767676767676767676767776767676767676767676,5.0,1843.0,0.0,9.0,135.0,12.627,00001C,0001D6,000064,6B,0184,094B,1391,1396,64,00EA,01A2,03DE,01D0,379.01,56.1,21.26,12.1,19,19,19,19,0,-4.8,0.0,0.10194,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA
