utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,cell_extra_raw,array_2af1,obd_standard,run_time_s,dist_with_mil_km,warmups_since_clear,dist_since_clear_km,module_voltage,regen_field_raw,thermal_energy_raw,thermal_distance_raw,compressor_temp_raw,evse_current_raw,group_v1_raw,group_v2_raw,group_v3_raw,hv_temp_raw,batt_temp_a_raw,batt_temp_b_raw,coolant_1_raw,coolant_2_raw,pack_v,pack_a,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43
2026-09-04T00:47:57.351428Z,361.726,12.9V,69,2262.8,74.444,141.76,247.91,40.45,102.2,00,1.34,3.9148,3.912,3.9189,6.9,760FB817,767676767676767676767676767776767676767676767676,5.0,1849.0,0.0,9.0,135.0,12.587,00001C,0001D6,000064,6B,0184,0946,1396,1396,64,00EA,01A2,03DE,01CE,370.73,502.2,186.18,12.1,42,41,42,41,0,-18.85,-0.03823,0.26122,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABAB9BABABABABABABABABA
2026-09-04T00:48:04.269361Z,368.644,12.9V,93,2263.0,74.444,141.37,247.91,40.51,102.2,00,-23.14,3.9007,3.8977,3.905,7.3,760FB317,767676767676767676767677767776767676767676767676,5.0,1856.0,0.0,9.0,135.0,12.633,00001C,0001D6,000064,6B,0184,094F,1396,1396,64,00EA,01A2,03DE,01D0,369.61,437.7,161.78,12.1,88,88,87,87,0,0.68,0.03186,0.05097,B9B8B8B9B8B9B9B8B9B8B9B8B9B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:48:10.387019Z,374.762,12.9V,90,2263.2,74.444,141.26,247.29,40.64,102.2,00,-30.32,3.945,3.9433,3.948,4.7,730FB717,767776767676767676767677767776767676767676767676,5.0,1862.0,0.0,9.0,135.0,12.615,00001C,0001D6,000064,6B,0184,0946,1396,1396,64,00EA,01A2,03DE,01CD,378.7,4.8,1.82,12.2,90,90,90,90,0,-0.62,0.03186,-0.01274,B8B8B8B8B8B8B9B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:48:17.017410Z,381.392,13.0V,84,2263.3,74.444,141.23,247.29,40.76,102.2,00,-32.01,3.9478,3.9462,3.951,4.8,760FB717,767776767676767676767777767776767676767676767676,5.0,1870.0,0.0,9.0,136.0,12.627,00001D,0001D6,000064,6B,0184,0932,1391,1391,64,00EA,01A2,03DE,01D7,379.8,-44.65,-16.96,12.2,88,88,88,88,0,0.31,0.02548,-0.00637,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:48:25.004979Z,389.38,12.9V,77,2263.5,74.444,141.23,247.29,40.82,102.2,00,-32.36,3.9484,3.9456,3.9525,6.9,770FB817,767776767676767676767777767776767676767676767676,5.0,1877.0,0.0,9.0,136.0,12.615,00001D,0001D6,000064,6B,0184,092D,1396,1396,64,00EA,01A2,03DE,01DC,380.14,-41.95,-15.95,12.2,80,80,80,80,0,0.0,0.05097,-0.03823,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:48:31.701348Z,396.076,13.0V,72,2263.6,74.444,141.22,247.29,40.95,102.2,00,-36.04,3.9561,3.9543,3.9593,5.0,760FB417,767776767676767676767777767776767676767676767676,5.0,1884.0,0.0,9.0,136.0,12.621,00001D,0001D6,000064,6B,0184,0923,1396,1396,64,00EA,01A2,03DE,01DC,380.11,-48.25,-18.34,12.2,74,74,74,74,0,-0.04,0.00637,-0.03823,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:48:38.451263Z,402.826,12.9V,77,2263.8,74.444,141.2,247.29,41.01,102.2,00,-39.95,3.9576,3.9559,3.9606,4.7,730FB717,767776767676767676767777767776767676767676767676,5.0,1892.0,0.0,9.0,136.0,12.593,00001E,0001D6,000064,6B,0184,0927,1396,1396,64,00EA,01A2,03DE,01D6,375.41,202.2,75.91,12.2,72,72,72,72,0,-8.87,-0.03186,0.01274,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:48:46.626743Z,411.002,13.0V,71,2264.0,74.444,141.14,246.67,41.13,102.2,00,-43.68,3.9569,3.9552,3.9601,4.9,740FB817,767776767676767676767777767776767676767676767676,5.0,1899.0,0.0,10.0,136.0,12.627,00001E,0001D6,000064,6B,0184,0932,1391,1391,64,00EA,01A2,03DE,01D2,380.63,-44.05,-16.77,12.2,75,75,75,74,0,-13.62,-0.06371,-0.01274,B8B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:48:53.767186Z,418.142,13.0V,58,2264.1,74.444,141.15,246.67,41.2,102.2,00,-38.93,3.9596,3.958,3.9624,4.4,730FB417,767776767676767676767777767776767676767676767676,5.0,1905.0,0.0,10.0,136.0,12.575,00001F,0001E0,000066,6B,0184,093C,1391,1396,64,00EA,01A2,03D9,01CD,381.66,-103.45,-39.48,12.1,65,65,65,65,0,0.75,0.03186,-0.05734,B8B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:49:00.197117Z,424.572,12.9V,24,2264.2,74.444,141.25,246.67,41.26,102.2,00,-7.72,3.9781,3.9762,3.9814,5.2,760FB317,767776767676767676767777767776767676767676767676,5.0,1912.0,0.0,10.0,136.0,12.581,000021,0001E0,000066,6B,0184,094F,1396,1396,64,00EA,01A2,03D9,01C9,382.49,-137.35,-52.54,12.1,35,36,35,36,0,10.56,0.05734,-0.15928,B8B8B8B8B8B8B9B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:49:06.728524Z,431.103,12.9V,0,2264.2,74.444,141.32,246.67,41.32,102.2,00,3.83,3.9597,3.9583,3.9627,4.4,720FB417,767776767676767676767777767776767676767676767676,5.0,1920.0,0.0,10.0,136.0,12.633,000022,0001E0,000066,6B,0184,0955,1396,1396,64,00EA,01A2,03D9,01CA,379.84,11.1,4.22,12.1,5,5,5,5,600,1.17,0.03823,-0.09557,B9B8B8B8B8B9B9B8B9B8B8B8B9B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:49:14.922028Z,439.297,12.9V,1,2264.2,74.444,141.31,246.67,41.32,102.2,00,4.97,3.9547,3.9534,3.9576,4.2,710FB317,767776767676767676767777767776767676767676767676,5.0,1927.0,0.0,10.0,136.0,12.615,000022,0001E0,000066,6B,0184,0946,1396,1391,64,00EA,01A2,03DE,01CA,379.84,10.8,4.1,12.2,0,0,0,0,900,12.36,0.03186,0.0,B9B8B8B8B8B9B9B8B9B8B8B8B9B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:49:22.289472Z,446.664,12.9V,22,2264.2,74.444,141.3,246.67,41.32,102.2,00,4.4,3.9418,3.9404,3.9449,4.5,710FB317,767776767676767676767777767776767676767676767676,5.0,1933.0,0.0,10.0,136.0,12.615,000022,0001E0,000066,6B,0184,095F,1396,1396,64,00EA,01A2,03DE,01C3,378.58,84.6,32.03,12.1,17,17,17,18,0,7.92,0.03823,0.1338,B8B8B8B8B8B9B9B8B9B8B8B8B9B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:49:28.461111Z,452.836,12.9V,23,2264.3,74.444,141.25,246.67,41.32,102.2,00,1.9,3.9348,3.9328,3.9383,5.5,720FB317,767776767676767676767677767776767676767676767676,5.0,1941.0,0.0,10.0,136.0,12.621,000022,0001E0,000066,6B,0184,0973,1391,1396,64,00EA,01A2,03DE,01C2,380.29,-27.25,-10.36,12.1,29,29,29,29,0,4.62,0.03186,-0.0446,B8B8B8B8B8B8B9B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:49:36.332492Z,460.707,12.9V,35,2264.3,74.444,141.23,246.67,41.38,102.2,00,1.87,3.9211,3.9186,3.9249,6.3,760FB717,767776767676767676767777777776767676767676767676,5.0,1948.0,0.0,10.0,137.0,12.608,000022,0001E0,000066,6B,0184,0973,1396,1396,64,00EA,01A2,03E3,01C5,379.84,-4.15,-1.58,12.2,37,37,37,37,0,5.61,0.03823,0.01911,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:49:43.176564Z,467.551,12.9V,19,2264.4,74.444,141.2,246.67,41.45,102.2,00,3.82,3.9572,3.9558,3.96,4.2,720FB317,767776767676767676767777777776767676767676767676,5.0,1955.0,0.0,10.0,137.0,12.587,000023,0001E0,000066,6B,0184,096E,1396,139A,64,00EA,01A2,03E3,01C8,380.75,-55.15,-21.0,12.1,28,28,28,28,0,3.17,0.01274,-0.08283,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:49:49.383699Z,473.759,12.9V,0,2264.4,74.444,141.23,246.67,41.45,102.2,00,5.18,3.9541,3.9528,3.9569,4.1,730FB317,767776767676767676767777777776767676767676767676,5.0,1962.0,0.0,10.0,137.0,12.648,000023,0001E0,000066,6B,0184,0973,1396,1396,64,00EA,01A2,03E3,01C7,379.68,10.2,3.87,12.2,0,0,0,0,800,0.42,0.00637,-0.00637,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:49:56.734027Z,481.109,12.9V,0,2264.4,74.444,141.22,246.67,41.45,102.2,00,-1.91,3.9535,3.9522,3.9563,4.1,710FB317,767776767676767676767777777776767676767676767676,5.0,1970.0,0.0,10.0,137.0,12.648,000023,0001E0,000066,6B,0184,096E,1396,1396,64,00EA,01A2,03E3,01C8,379.68,11.1,4.21,12.2,0,0,0,0,800,0.92,0.00637,0.0,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:50:04.512757Z,488.888,12.9V,0,2264.4,74.444,141.22,246.67,41.45,104.0,00,-6.23,3.9534,3.9521,3.9562,4.1,730FB317,767776767676767676767777777776767676767676767676,5.0,1976.0,0.0,10.0,137.0,12.655,000023,0001E0,000066,6B,0184,0973,1396,1396,64,00EA,01A2,03E3,01C7,379.65,10.8,4.1,12.2,0,0,0,0,900,1.8,0.00637,0.0,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:50:11.038050Z,495.413,12.9V,0,2264.4,74.444,141.21,246.67,41.45,104.0,00,-6.42,3.9535,3.9521,3.9564,4.3,760FB317,767776767676767676767777777776767676767676767676,5.0,1983.0,0.0,10.0,137.0,12.64,000023,0001E0,000066,6B,0184,0977,1396,1396,64,00EA,01A2,03E8,01C7,379.68,10.5,3.99,12.2,0,0,0,0,1000,1.87,0.00637,0.0,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:50:17.528094Z,501.903,12.9V,0,2264.4,74.444,141.2,246.67,41.45,104.0,00,-6.52,3.9535,3.9521,3.9564,4.3,710FB317,767776767676767676767777777776767676767676767676,5.0,1991.0,0.0,10.0,137.0,12.633,000023,0001E0,000066,6B,0184,097C,1391,1391,64,00EA,01A2,03E8,01C7,379.68,10.8,4.1,12.1,0,0,0,0,1000,2.05,0.00637,0.0,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:50:25.795745Z,510.171,12.9V,0,2264.4,74.444,141.19,246.67,41.45,104.0,00,-3.77,3.9535,3.9522,3.9564,4.2,720FB317,767776767676767676767777777776767676767676767676,5.0,1998.0,0.0,10.0,137.0,12.587,000023,0001E0,000066,6B,0184,0982,1396,1396,64,00EA,01A2,03E8,01C8,379.5,10.8,4.1,12.2,0,0,0,0,1000,2.05,0.00637,0.0,B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:50:33.418231Z,517.793,12.8V,0,2264.4,74.444,141.18,246.67,41.45,104.0,00,-3.15,3.9531,3.9516,3.9561,4.5,710FB317,767776767676767676767777777776767676767676767676,5.0,2005.0,0.0,10.0,137.0,12.64,000023,0001E0,000066,6B,0184,097C,1396,1396,64,00EA,01A2,03ED,01CB,379.68,10.8,4.1,12.2,0,0,0,0,300,2.05,0.00637,-0.01274,B8B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:50:39.431892Z,523.807,12.9V,0,2264.4,74.444,141.18,246.67,41.45,104.0,00,-1.28,3.9534,3.9521,3.9563,4.2,760FB317,767776767676767676767777777776767676767676767676,5.0,2011.0,0.0,10.0,137.0,12.64,000023,0001E0,000066,6B,0184,0977,1396,1396,64,00EA,01A2,03ED,01CB,379.49,11.7,4.44,12.2,0,0,0,0,500,2.11,0.00637,0.0,B8B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:50:45.937194Z,530.312,12.9V,0,2264.4,74.444,141.17,246.67,41.45,105.8,00,-3.82,3.9534,3.9521,3.9562,4.1,730FB317,767776767676767676767777777776767676767676767676,5.0,2019.0,0.0,10.0,137.0,12.661,000023,0001EA,000068,6B,0184,0977,1396,1396,64,00EA,01A2,03ED,01CC,379.68,10.5,3.99,12.2,0,0,0,0,600,2.42,0.00637,0.0,B8B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:50:53.726954Z,538.102,12.9V,0,2264.4,74.444,141.16,246.67,41.45,105.8,00,-3.79,3.9534,3.9521,3.9563,4.2,730FB317,767776767676767676767777777776767676767676767676,5.0,2025.0,0.0,10.0,137.0,12.667,000023,0001EA,000068,6B,0184,0973,1396,1396,64,00EA,01A2,03ED,01CC,379.5,11.4,4.33,12.2,0,0,0,0,400,2.42,0.00637,0.0,B8B8B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:51:00.021002Z,544.396,12.9V,0,2264.4,74.444,141.15,246.67,41.45,105.8,00,-4.54,3.9531,3.9514,3.9562,4.8,780FB317,767776767676767676767777777776767676767676767676,5.0,2033.0,0.0,10.0,137.0,12.633,000023,0001EA,000068,6B,0184,0977,1396,1396,64,00EA,01A2,03F2,01CC,379.5,13.2,5.01,12.2,0,0,0,0,200,2.42,0.00637,0.0,B8B7B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:51:07.438578Z,551.813,12.8V,39,2264.4,74.444,141.13,246.67,41.45,105.8,00,-5.11,3.9333,3.9316,3.9367,5.1,760FB717,767776767676767676767777777776767676767676767676,5.0,2041.0,0.0,10.0,137.0,12.587,000023,0001EA,000068,6B,0184,0977,1396,139A,64,00EA,01A2,03F2,01CC,377.63,113.7,42.94,12.1,25,27,25,27,0,99.24,0.24211,0.14654,B8B7B8B8B8B8B8B8B8B8B8B8B8B8B9B9B9B9B9B9B9B9B9B9BAB9
2026-09-04T00:51:15.483306Z,559.858,12.9V,83,2264.6,73.944,140.9,246.67,41.51,105.8,00,-18.64,3.8241,3.8193,3.8292,9.9,B918B417,767776767676767676767777777776767676767676767676,5.0,2049.0,0.0,10.0,137.0,12.627,000023,0001EA,000068,6B,0184,097C,1396,1396,64,00EA,01A2,03F2,01C9,374.95,209.7,78.63,12.1,77,77,77,78,0,2.24,0.02548,0.06371,B8B7B8B8B8B8B8B8B8B8B8B8B8B8B9B9B8B9B9B9B9B9B9B9B9B9
2026-09-04T00:51:24.615520Z,568.99,12.9V,83,2264.8,73.944,140.67,246.05,41.63,104.0,00,-31.83,3.9383,3.9366,3.9413,4.7,780FB317,767776767676767676767777777776767676767676767676,5.0,2057.0,0.0,10.0,137.0,12.615,000023,0001EA,000068,6B,0184,097C,1391,1396,64,00EA,01A2,03F2,01CD,376.38,117.0,44.04,12.2,82,82,82,82,0,0.68,0.00637,0.01274,B8B7B8B8B8B8B8B8B8B8B8B8B8B8B9B9B8B8B8B9B9B8B8B9B9B8
2026-09-04T00:51:31.832325Z,576.207,12.9V,84,2264.9,73.944,140.61,246.05,41.69,104.0,00,-35.13,3.9298,3.9282,3.9329,4.7,760FB317,767776767676767676767777777776767676767676767676,5.0,2064.0,0.0,10.0,137.0,12.608,000023,0001EA,000068,6B,0184,0977,1396,1396,64,00EA,01A2,03F2,01D0,377.18,84.0,31.68,12.2,84,84,84,84,0,1.87,0.02548,0.0,B8B7B8B8B8B8B8B8B8B8B8B8B8B8B8B9B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:51:38.677866Z,583.053,12.9V,89,2265.1,73.944,140.54,246.05,41.82,104.0,00,-38.89,3.9058,3.903,3.9093,6.3,740FB517,767776767676767676767777777776767676767676767676,5.0,2072.0,0.0,10.0,137.0,12.615,000023,0001EA,000068,6B,0184,0969,1396,1391,64,00EA,01A2,03F2,01D7,377.15,62.7,23.65,12.2,89,90,90,90,0,2.55,0.03186,0.0,B8B7B7B7B7B8B8B7B8B7B7B7B8B8B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:51:46.525587Z,590.9,12.9V,91,2265.3,73.944,140.45,246.05,41.94,102.2,00,-48.41,3.9156,3.9115,3.9189,7.4,730FB717,767776767676767676767777777776767676767676767676,5.0,2080.0,0.0,10.0,138.0,12.655,000023,0001EA,000068,6B,0184,094F,1396,1396,64,00EA,01A2,03ED,01D6,376.84,75.0,28.26,12.2,90,90,90,91,0,0.92,0.02548,-0.00637,B7B7B7B7B7B7B8B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:51:54.910144Z,599.285,12.9V,90,2265.5,73.944,140.33,245.43,42.07,102.2,00,-53.78,3.9344,3.9327,3.9375,4.8,760FB317,767776767676767676767777777776767676767676767676,5.0,2087.0,0.0,10.0,138.0,12.602,000023,0001EA,000068,6B,0184,094F,1396,1391,64,00EA,01A2,03ED,01D2,379.5,-49.45,-18.77,12.2,93,93,93,94,0,-0.18,0.0,-0.03186,B7B6B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:52:01.394082Z,605.769,12.9V,79,2265.7,73.944,140.35,245.43,42.19,102.2,00,-52.04,3.9518,3.95,3.9548,4.8,730FB417,767776767676767676767777777776767676767676767676,5.0,2094.0,0.0,10.0,138.0,12.64,000024,0001EA,000068,6B,0184,094B,1396,1396,64,00EA,01A2,03ED,01CD,379.84,-41.65,-15.82,12.2,82,82,82,83,0,2.18,0.01274,-0.03823,B7B7B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:52:08.330969Z,612.706,12.9V,81,2265.8,73.944,140.36,245.43,42.25,102.2,00,-36.78,3.907,3.9039,3.9112,7.3,780FB417,767776767676767676767777777776767676767676767676,5.0,2101.0,0.0,10.0,138.0,12.608,000024,0001EA,000068,6B,0184,095A,1396,1396,64,00EA,01A2,03E8,01C6,378.43,18.3,6.93,12.2,83,83,83,83,0,0.42,0.01274,0.0,B7B7B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:52:16.039652Z,620.415,13.0V,70,2266.0,73.944,140.31,245.43,42.38,102.2,00,-25.2,3.9528,3.9511,3.956,4.9,750FB417,767776767676767676767777777776767676767676767676,5.0,2108.0,0.0,10.0,138.0,12.581,000025,0001EA,000068,6B,0184,0964,1396,1396,64,00EA,01A2,03E8,01C2,379.99,-42.25,-16.05,12.2,75,75,75,76,0,0.99,0.00637,-0.03823,B7B6B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:52:23.462064Z,627.837,12.9V,39,2266.1,73.944,140.39,245.43,42.5,102.2,00,-17.13,3.9756,3.9733,3.9798,6.5,760FB117,767776767676767676767777777776767676767676767676,5.0,2115.0,0.0,10.0,138.0,12.568,000027,0001EA,000068,6B,0184,096E,1396,1396,64,00EA,01A2,03E8,01BD,382.91,-179.95,-68.9,12.1,52,52,52,52,0,11.11,0.07645,-0.12105,B7B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:52:29.987409Z,634.362,12.9V,2,2266.1,73.944,140.51,245.43,42.5,102.2,00,-6.19,3.9694,3.9676,3.9723,4.7,710FB817,767776767676767676767777777776767676767676767676,5.0,2122.0,0.0,10.0,138.0,12.608,000029,0001EA,000068,6B,0184,0982,1396,1396,64,00EA,01A2,03E3,01BD,379.68,9.0,3.42,12.1,6,6,6,6,1200,-6.49,0.00637,-0.15291,B8B7B7B7B7B8B8B7B8B7B7B7B8B8B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:52:36.924677Z,641.3,12.9V,26,2266.2,73.944,140.51,245.43,42.56,102.2,00,-1.85,3.942,3.9405,3.9449,4.4,710FB317,767776767676767676767777777776767676767676767676,5.0,2131.0,0.0,10.0,138.0,12.581,000029,0001EA,000068,6B,0184,0973,139A,139A,64,00EA,01A2,03E3,01C8,378.55,62.7,23.74,12.1,21,21,21,21,0,-5.1,0.0,-0.03823,B8B7B7B7B7B8B8B7B8B7B7B7B8B8B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:52:45.473604Z,649.849,12.9V,72,2266.3,73.944,140.42,245.43,42.56,102.2,00,-1.83,3.8771,3.874,3.881,7.0,710FB717,767776767676767676767777777776767676767676767676,5.0,2139.0,0.0,10.0,139.0,12.633,000029,0001F4,00006B,6B,0184,0964,1396,1396,64,00EA,01A2,03E3,01C4,369.51,494.7,182.8,12.1,56,56,56,56,0,-15.93,-0.03186,0.26122,B7B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:52:53.610877Z,657.986,13.0V,64,2266.4,73.944,140.17,245.43,42.69,102.2,00,-9.81,3.9438,3.9423,3.9467,4.4,760FB317,767776767676767676767777777776767676767676767676,5.0,2145.0,0.0,10.0,139.0,12.568,000029,0001F4,00006B,6B,0184,0977,1391,1391,64,00EA,01A2,03E3,01BD,379.49,-39.55,-15.01,12.1,70,70,70,70,0,-17.29,-0.07008,-0.03823,B7B6B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:53:00.221093Z,664.596,12.9V,15,2266.5,73.944,140.25,245.43,42.75,102.2,00,-6.12,3.9897,3.988,3.993,5.0,770FB117,767776767676767676767777777776767676767676767676,5.0,2152.0,0.0,10.0,139.0,12.608,00002C,0001F4,00006B,6B,0184,0991,1396,1396,64,00EA,01A2,03E8,01BB,383.25,-164.65,-63.1,12.1,36,36,36,36,0,0.79,0.0,-0.24211,B7B6B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:53:06.888382Z,671.263,12.9V,0,2266.5,73.944,140.34,245.43,42.75,102.2,00,-1.23,3.9509,3.9496,3.9537,4.1,730FB317,767776767676767676767777777776767676767676767676,5.0,2160.0,0.0,10.0,139.0,12.648,00002D,0001F4,00006B,6B,0184,0987,1396,1396,64,00EA,01A2,03E8,01BE,379.19,10.8,4.1,12.2,3,3,3,3,100,-15.8,-0.00637,-0.01911,B7B7B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:53:14.683457Z,679.058,12.9V,0,2266.5,73.944,140.34,245.43,42.75,102.2,00,1.84,3.9495,3.9481,3.9524,4.3,710FB317,767776767676767676767777777776767676767676767676,5.0,2167.0,0.0,10.0,139.0,12.655,00002D,0001F4,00006B,6B,0184,0982,1396,139A,64,00EA,01A2,03E8,01BD,379.01,10.8,4.09,12.2,0,0,0,0,500,-11.0,0.0,0.0,B7B6B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:53:21.675658Z,686.051,12.9V,0,2266.5,73.944,140.33,245.43,42.75,104.0,00,-3.71,3.9494,3.9481,3.9523,4.2,720FB317,767776767676767676767777777776767676767676767676,5.0,2174.0,0.0,10.0,139.0,12.687,00002D,0001F4,00006B,6B,0184,097C,139A,1396,64,00EA,01A2,03E8,01C2,379.01,11.1,4.21,12.2,0,0,0,0,600,-10.93,0.0,0.0,B7B6B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:53:29.021699Z,693.397,12.9V,0,2266.5,73.944,140.32,245.43,42.75,104.0,00,-11.59,3.9494,3.9481,3.9523,4.2,710FB317,767776767676767676767777777776767676767676767676,5.0,2182.0,0.0,10.0,139.0,12.687,00002D,0001F4,00006B,6B,0184,096E,1396,1396,64,00EA,01A2,03E8,01C7,379.19,11.1,4.21,12.2,0,0,0,0,1600,-10.87,0.0,0.0,B7B6B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:53:36.583866Z,700.959,12.9V,0,2266.5,73.944,140.31,245.43,42.75,104.0,00,-12.07,3.9495,3.9482,3.9523,4.1,730FB317,767776767676767676767777777776767676767676767676,5.0,2189.0,0.0,10.0,139.0,12.687,00002D,0001F4,00006B,6B,0184,0982,1396,139A,64,00EA,01A2,03E8,01BE,379.19,10.8,4.1,12.2,0,0,0,0,1600,-10.87,-0.00637,0.0,B7B6B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:53:44.117712Z,708.493,13.0V,0,2266.5,73.944,140.3,245.43,42.75,105.8,00,-7.37,3.9496,3.9482,3.9524,4.2,730FB317,767776767676767676767777777776767676767676767676,5.0,2196.0,0.0,10.0,139.0,12.687,00002D,0001F4,00006B,6B,0184,098C,1396,1396,64,00EA,01A2,03E8,01BD,379.53,10.2,3.87,12.2,0,0,0,0,1800,-10.8,0.0,0.0,B7B6B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:53:50.550722Z,714.926,12.8V,0,2266.5,73.944,140.29,245.43,42.75,105.8,00,7.59,3.9496,3.9483,3.9524,4.1,730FB317,767776767676767676767777777776767676767676767676,5.0,2203.0,0.0,10.0,139.0,12.687,00002D,0001F4,00006B,6B,0184,0996,1396,1396,64,00EA,01A2,03ED,01C0,379.34,10.5,3.98,12.2,0,0,0,0,1800,-10.8,0.0,0.0,B7B6B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
2026-09-04T00:53:57.408611Z,721.784,12.8V,1,2266.5,73.944,140.29,245.43,42.75,105.8,00,2.52,3.9497,3.9485,3.9526,4.1,710FB317,767776767676767676767777777776767676767676767676,5.0,2210.0,0.0,10.0,139.0,12.627,00002D,0001F4,00006B,6B,0184,099B,1391,1396,64,00EA,01A2,03ED,01C1,379.31,11.1,4.21,12.2,0,0,0,0,1800,-10.8,0.0,0.0,B7B6B7B7B7B7B7B7B7B7B7B7B7B7B8B8B8B8B8B8B8B8B8B8B9B8
