utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,cell_extra_raw,array_2af1,pack_v,pack_a,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43
2026-09-03T22:23:53.627106Z,0.0,13.9V,0,2256.7,77.447,147.07,257.23,36.66,105.8,00,,3.9829,3.9814,3.9862,4.8,710FB317,767675757575757575757676767675757575757575757675,382.53,4.8,1.84,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFC0C0BFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0C1C0
2026-09-03T22:24:00.068385Z,6.442,13.8V,0,2256.7,77.447,147.07,257.23,36.66,105.8,00,0.0,3.9829,3.9814,3.9861,4.7,710FB317,767675757575757575757676767675757575757575757675,382.34,4.2,1.61,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFC0C0BFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0C1C0
2026-09-03T22:24:05.070929Z,11.444,13.8V,0,2256.7,77.447,147.07,257.23,36.66,105.8,00,0.0,3.9829,3.9814,3.9862,4.8,710FB317,767675757575757575757676767675757575757575757675,382.5,4.2,1.61,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFC0C0BFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0C1C0
2026-09-03T22:24:09.683634Z,16.057,13.8V,0,2256.7,77.447,147.06,257.23,36.66,105.8,00,-2.24,3.9828,3.9814,3.9861,4.7,710FB317,767675757575757575757676767675757575757575757675,382.5,4.5,1.72,13.1,0,0,0,0,0,-29.44,0.0,-0.01274,BFBFBFBFBFC0C0BFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0C1C0
2026-09-03T22:24:14.539423Z,20.913,13.8V,0,2256.7,77.447,147.06,257.23,36.66,105.8,00,-1.72,3.9829,3.9815,3.9862,4.7,710FB317,767675757575757575757676767675757575757575757675,382.68,4.8,1.84,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFC0BFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0C1C0
2026-09-03T22:24:18.742030Z,25.115,13.8V,0,2256.7,77.447,147.06,257.23,36.66,105.8,00,-1.43,3.9828,3.9814,3.9861,4.7,710FB317,767675757575757575757676767675757575757575757675,382.5,4.2,1.61,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFC0BFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0C1C0
2026-09-03T22:24:22.546264Z,28.919,13.8V,0,2256.7,77.447,147.06,257.23,36.66,105.8,00,-1.24,3.9829,3.9814,3.9862,4.8,710FB317,767675757575757575757676767675757575757575757675,382.34,4.8,1.84,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFC0BFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0C1C0
2026-09-03T22:24:27.893990Z,34.267,13.8V,0,2256.7,77.447,147.05,257.23,36.66,105.8,00,-2.1,3.9829,3.9814,3.9862,4.8,710FB317,767675757575757575757676767675757575757575757675,382.34,4.8,1.84,13.1,0,0,0,0,0,-29.44,0.0,-0.01274,BFBFBFBFBFBFC0BFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0C1C0
2026-09-03T22:24:32.393954Z,38.767,13.8V,0,2256.7,77.447,147.05,257.23,36.66,105.8,00,-1.86,3.9829,3.9814,3.9861,4.7,710FB317,767675757575757575757676767675757575757575757675,382.34,4.5,1.72,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFC0BFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0C1C0
2026-09-03T22:24:37.604033Z,43.977,13.8V,0,2256.7,77.447,147.05,257.23,36.66,105.8,00,-1.64,3.9828,3.9814,3.9861,4.7,710FB317,767675757575757575757676767675757575757575757675,382.53,4.5,1.72,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFC0BFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0C1C0
