utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,cell_extra_raw,array_2af1,obd_standard,run_time_s,dist_with_mil_km,warmups_since_clear,dist_since_clear_km,module_voltage,regen_field_raw,thermal_energy_raw,thermal_distance_raw,compressor_temp_raw,evse_current_raw,group_v1_raw,group_v2_raw,group_v3_raw,hv_temp_raw,field_4127_raw,field_4124_raw,coolant_1_raw,coolant_2_raw,pack_v,pack_a,field_2429_raw,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43,mil_on,dtc_count
2026-09-05T10:30:37.527476Z,0.0,13.6V,,,,151.73,263.45,34.61,95.0,0D,,4.0073,4.0062,4.009,2.8,710FB317,757574747474747474747575747574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:31:08.987233Z,31.46,13.6V,,,79.207,151.74,263.45,34.61,95.0,0D,1.14,4.0073,4.0062,4.009,2.8,730FB717,757574747474747474747575757574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:31:28.964275Z,51.437,13.7V,,,79.207,151.74,263.45,34.61,95.0,0D,0.7,4.0073,4.0062,4.009,2.8,730FB317,757574747474747474747575747574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:31:49.195585Z,71.668,13.6V,,,79.207,151.75,263.45,34.61,95.0,0D,0.9,4.0074,4.0063,4.009,2.7,710FB317,757574747474747474747575747574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:32:19.186592Z,101.659,13.6V,,,79.207,151.75,263.45,34.61,95.0,0D,0.72,4.0074,4.0063,4.009,2.7,730FB317,757574747474747474747575747574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:32:39.552957Z,122.026,13.6V,,,79.207,151.75,263.45,34.61,95.0,0D,0.0,4.0074,4.0063,4.0091,2.8,760FB317,757574747474747474747575747574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:32:59.603817Z,142.077,13.6V,,,79.207,151.76,263.45,34.61,95.0,0D,0.89,4.0074,4.0063,4.0091,2.8,760FB317,757574747474747474747575747574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:33:19.584775Z,162.058,13.6V,,,79.207,151.76,263.45,34.61,95.0,0D,0.9,4.0074,4.0063,4.0091,2.8,760FB317,757574747474747474747575757574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:33:48.445722Z,190.918,13.6V,,,79.207,151.77,263.45,34.61,95.0,0D,0.74,4.0075,4.0064,4.0091,2.7,730FB317,757574747474747474747575747574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:34:08.326338Z,210.799,13.6V,,,79.207,151.77,263.45,34.61,95.0,0D,0.74,4.0075,4.0064,4.0091,2.7,730FB317,757574747474747474747575747574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:34:28.618677Z,231.091,13.7V,,,,,263.45,34.61,95.0,0D,,4.0075,4.0064,4.0092,2.8,730FB317,757574747474747474747575747574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:34:50.189254Z,252.662,13.7V,,,79.207,151.78,263.45,34.61,95.0,0D,0.86,4.0075,4.0064,4.0091,2.7,730FB317,757574747474747474747575747574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
2026-09-05T10:35:19.274074Z,281.747,13.6V,,,79.207,151.78,263.45,34.61,95.0,0D,0.0,4.0075,4.0064,4.0092,2.8,730FB317,757574747474747474747575747574747474747474747474,,,,,,,000007,000186,000053,73,,,,,,,,,,,,,,,,,,,,,,,C4C4C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5C5,,
