utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,cell_extra_raw,array_2af1,evse_current_raw,group_v1_raw,group_v2_raw,group_v3_raw,hv_temp_raw,batt_temp_a_raw,batt_temp_b_raw,coolant_1_raw,coolant_2_raw,pack_v,pack_a,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43
2026-09-03T23:22:51.304567Z,420.613,13.8V,0,2256.7,76.446,146.42,255.37,36.66,102.2,00,-0.61,3.9787,3.9773,3.9818,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,03E7,1396,1391,46,00EA,01A2,039D,032E,382.15,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:22:58.167875Z,427.476,13.8V,0,2256.7,76.446,146.41,255.37,36.66,102.2,00,-1.23,3.9787,3.9773,3.9817,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03E2,1396,1391,46,00EA,01A2,039D,032E,382.15,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:23:05.938665Z,435.247,13.8V,0,2256.7,76.446,146.41,255.37,36.66,102.2,00,-1.41,3.9787,3.9773,3.9818,4.5,760FB317,757575757575757575757676757675757575757575757575,0064,03E2,139A,1396,46,00EA,01A2,039D,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:23:14.129903Z,443.439,13.8V,0,2256.7,76.446,146.41,255.37,36.66,102.2,00,-1.22,3.9787,3.9773,3.9817,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03E2,1391,1391,46,00EA,01A2,039D,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:23:21.688887Z,450.998,13.8V,0,2256.7,76.446,146.41,255.37,36.66,102.2,00,-0.6,3.9787,3.9773,3.9818,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,03DD,1396,1396,46,00EA,01A2,039D,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:23:28.803314Z,458.112,13.8V,0,2256.7,76.446,146.41,255.37,36.66,102.2,00,-0.67,3.9787,3.9773,3.9818,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,03DD,1396,1396,46,00EA,01A2,039D,032E,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:23:35.103073Z,464.412,13.8V,0,2256.7,76.446,146.4,255.37,36.66,102.2,00,-1.39,3.9787,3.9773,3.9817,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03DD,1396,1396,46,00EA,01A2,039D,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:23:43.691640Z,473.0,13.8V,0,2256.7,76.446,146.4,255.37,36.66,102.2,00,-1.37,3.9786,3.9773,3.9817,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03DD,1396,1396,46,00EA,01A2,039D,032E,382.0,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:23:51.107785Z,480.417,13.8V,0,2256.7,76.446,146.4,255.37,36.66,102.2,00,-1.2,3.9787,3.9773,3.9817,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03DD,139A,1396,46,00EA,01A2,039D,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:23:54.908073Z,484.217,13.8V,0,2256.7,76.446,146.4,255.37,36.66,102.2,00,-0.63,3.9786,3.9773,3.9817,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,03D8,1396,1396,46,00EA,01A2,039D,032E,382.15,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:23:58.404561Z,487.713,13.7V,0,2256.7,76.446,146.4,255.37,36.66,102.2,00,-0.69,3.9786,3.9773,3.9817,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,03D8,1391,1391,46,00EA,01A2,039D,032E,382.0,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:24:02.426704Z,491.736,13.8V,0,2256.7,76.446,146.4,255.37,36.66,102.2,00,-0.64,3.9786,3.9773,3.9817,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03D8,1396,1396,46,00EA,01A2,039D,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:24:08.432215Z,497.741,13.8V,0,2256.7,76.446,146.4,255.37,36.66,102.2,00,-0.66,3.9786,3.9773,3.9817,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03D8,1391,1391,46,00EA,01A2,039D,032E,382.0,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:24:16.217545Z,505.526,13.8V,0,2256.7,76.446,146.39,255.37,36.66,102.2,00,-1.32,3.9786,3.9773,3.9817,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03D8,1396,1396,46,00EA,01A2,0398,032E,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:24:22.027240Z,511.336,13.8V,0,2256.7,76.446,146.39,255.37,36.66,102.2,00,-1.35,3.9786,3.9772,3.9816,4.4,760FB317,757575757575757575757676757675757575757575757575,0064,03D3,1391,1391,46,00EA,01A2,0398,032E,381.81,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:24:29.609334Z,518.918,13.8V,0,2256.7,76.446,146.39,255.37,36.66,102.2,00,-0.66,3.9786,3.9772,3.9817,4.5,760FB317,757575757575757575757676757675757575757575757575,0064,03D3,1396,1391,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:24:37.785440Z,527.094,13.8V,0,2256.7,76.446,146.39,255.37,36.66,102.2,00,-0.67,3.9786,3.9773,3.9817,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,03D3,1396,1396,46,00EA,01A2,0398,032E,381.81,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:24:46.349842Z,535.658,13.8V,0,2256.7,76.446,146.39,255.37,36.66,102.2,00,-0.65,3.9786,3.9773,3.9817,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,03D3,1396,1396,46,00EA,01A2,0398,032E,382.34,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:24:54.700357Z,544.009,13.8V,0,2256.7,76.446,146.38,255.37,36.66,102.2,00,-1.2,3.9786,3.9772,3.9817,4.5,760FB317,757575757575757575757676757675757575757575757575,0064,03D3,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:25:02.227256Z,551.536,13.8V,0,2256.7,76.446,146.38,255.37,36.66,102.2,00,-1.2,3.9786,3.9773,3.9816,4.3,720FB317,757575757575757575757676757675757575757575757575,0064,03D3,1396,1396,46,00EA,01A2,0398,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:25:10.647394Z,559.956,13.8V,0,2256.7,76.446,146.38,255.37,36.66,102.2,00,-0.66,3.9786,3.9773,3.9817,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,03D3,1391,1391,46,00EA,01A2,0398,032E,382.18,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:25:18.587513Z,567.896,13.8V,0,2256.7,76.446,146.38,255.37,36.66,102.2,00,-0.64,3.9786,3.9772,3.9816,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03D3,1396,1391,46,00EA,01A2,0398,032E,381.81,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:25:26.374923Z,575.683,13.8V,0,2256.7,76.446,146.38,255.37,36.66,102.2,00,-0.63,3.9786,3.9772,3.9816,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03D3,1391,1391,46,00EA,01A2,0398,032E,381.81,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:25:34.177370Z,583.486,13.8V,0,2256.7,76.446,146.37,255.37,36.66,102.2,00,-1.28,3.9786,3.9773,3.9817,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,03D3,1391,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:25:40.851734Z,590.161,13.8V,0,2256.7,76.446,146.37,255.37,36.66,102.2,00,-1.32,3.9786,3.9772,3.9816,4.4,760FB317,757575757575757575757676757675757575757575757575,0064,03CE,1396,1396,46,00EA,01A2,0398,032E,382.0,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:25:48.923556Z,598.232,13.8V,0,2256.7,76.446,146.37,255.37,36.66,102.2,00,-0.66,3.9786,3.9772,3.9817,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,03CE,1391,1391,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:25:56.785205Z,606.094,13.9V,0,2256.7,76.446,146.37,255.37,36.66,102.2,00,-0.66,3.9786,3.9772,3.9816,4.4,760FB317,757575757575757575757676757675757575757575757575,0064,03CE,1391,1391,46,00EA,01A2,0398,032E,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:26:05.182952Z,614.492,13.8V,0,2256.7,76.446,146.37,255.37,36.66,102.2,00,-0.66,3.9785,3.9772,3.9816,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03CE,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:26:11.299960Z,620.609,13.9V,0,2256.7,76.446,146.36,255.37,36.66,102.2,00,-1.37,3.9786,3.9772,3.9817,4.5,760FB317,757575757575757575757676757675757575757575757575,0064,03CE,1396,1391,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:26:17.104095Z,626.413,13.9V,0,2256.7,76.446,146.36,255.37,36.66,102.2,00,-1.23,3.9785,3.9772,3.9816,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03CE,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:26:23.094553Z,632.403,13.9V,0,2256.7,76.446,146.36,255.37,36.66,102.2,00,-1.27,3.9785,3.9772,3.9816,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03C9,1391,1391,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:26:30.224501Z,639.533,13.9V,0,2256.7,76.446,146.36,255.37,36.66,102.2,00,-0.64,3.9785,3.9772,3.9816,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,03C9,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:26:37.663673Z,646.972,13.8V,0,2256.7,76.446,146.36,255.37,36.66,102.2,00,-0.63,3.9785,3.9772,3.9817,4.5,710FB317,757575757575757575757676757675757575757575757575,0064,03C9,1391,1391,46,00EA,01A2,0398,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:26:44.659272Z,653.968,13.9V,0,2256.7,76.446,146.36,255.37,36.66,102.2,00,-0.65,3.9785,3.9772,3.9816,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,03C4,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:26:51.212218Z,660.521,13.8V,0,2256.7,76.446,146.35,255.37,36.66,102.2,00,-1.32,3.9785,3.9772,3.9816,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,03C4,1396,1391,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:26:58.838169Z,668.147,13.9V,0,2256.7,76.446,146.35,255.37,36.66,102.2,00,-1.34,3.9785,3.9772,3.9816,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03BF,1396,1391,46,00EA,01A2,0398,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:27:06.933635Z,676.242,13.8V,0,2256.7,76.446,146.35,255.37,36.66,102.2,00,-0.65,3.9785,3.9772,3.9816,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,03BA,1391,1391,46,00EA,01A2,0398,032E,382.0,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:27:15.065441Z,684.374,13.9V,0,2256.7,76.446,146.35,255.37,36.66,102.2,00,-0.62,3.9785,3.9771,3.9816,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,03B5,1396,1391,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:27:23.593412Z,692.902,13.8V,0,2256.7,76.446,146.35,255.37,36.66,102.2,00,-0.67,3.9785,3.9771,3.9816,4.5,780FB317,757575757575757575757676757675757575757575757575,0064,03B0,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:27:30.470633Z,699.779,13.8V,0,2256.7,76.446,146.34,255.37,36.66,102.2,00,-1.36,3.9785,3.9771,3.9816,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,03AB,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:27:38.097158Z,707.406,13.8V,0,2256.7,76.446,146.34,255.37,36.66,102.2,00,-1.35,3.9785,3.9771,3.9815,4.4,760FB317,757575757575757575757676757675757575757575757575,0064,03A6,1396,1396,46,00EA,01A2,0398,032E,382.0,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:27:45.746712Z,715.055,13.8V,0,2256.7,76.446,146.34,255.37,36.66,102.2,00,-0.66,3.9785,3.9771,3.9815,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03A6,1396,1391,46,00EA,01A2,0398,032E,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:27:52.910922Z,722.22,13.9V,0,2256.7,76.446,146.34,255.37,36.66,102.2,00,-0.67,3.9785,3.9771,3.9816,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,03A1,1396,1391,46,00EA,01A2,0398,032E,382.15,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBF
2026-09-03T23:28:00.184441Z,729.493,13.9V,0,2256.7,76.446,146.34,255.37,36.66,102.2,00,-0.68,3.9785,3.9771,3.9815,4.4,730FB317,757575757575757575757676767675757575757575757575,0064,039C,1391,1391,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:28:07.403099Z,736.712,13.9V,0,2256.7,76.446,146.34,255.37,36.66,102.2,00,-0.69,3.9785,3.9771,3.9815,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,039C,1391,1391,46,00EA,01A2,0398,032E,381.81,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:28:14.112212Z,743.421,13.8V,0,2256.7,76.446,146.33,255.37,36.66,102.2,00,-1.22,3.9784,3.9771,3.9816,4.5,720FB317,757575757575757575757676757675757575757575757575,0064,0397,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:28:21.840327Z,751.149,13.8V,0,2256.7,76.446,146.33,255.37,36.66,102.2,00,-1.24,3.9784,3.9771,3.9815,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,0397,1396,1396,46,00EA,01A2,0398,032E,382.15,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:28:29.696230Z,759.005,13.8V,0,2256.7,76.446,146.33,255.37,36.66,102.2,00,-0.61,3.9784,3.9771,3.9815,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,0397,1396,1396,46,00EA,01A2,0398,032E,381.85,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:28:37.252867Z,766.561,13.9V,0,2256.7,76.446,146.33,255.37,36.66,102.2,00,-0.61,3.9784,3.9771,3.9815,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,0392,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:28:44.488667Z,773.797,13.8V,0,2256.7,76.446,146.33,255.37,36.66,102.2,00,-0.61,3.9784,3.9771,3.9815,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,0392,1396,1391,46,00EA,01A2,0398,032E,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:28:52.627708Z,781.936,13.8V,0,2256.7,76.446,146.32,255.37,36.66,102.2,00,-1.21,3.9784,3.9771,3.9815,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,0392,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:29:00.501318Z,789.81,13.8V,0,2256.7,76.446,146.32,255.37,36.66,102.2,00,-1.36,3.9784,3.9771,3.9815,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,038D,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:29:09.225159Z,798.534,13.9V,0,2256.7,76.446,146.32,255.37,36.66,102.2,00,-0.65,3.9784,3.9771,3.9815,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,038D,1396,138C,46,00EA,01A2,0398,032E,381.81,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:29:16.035357Z,805.344,13.9V,0,2256.7,76.446,146.32,255.37,36.66,102.2,00,-0.66,3.9784,3.9771,3.9815,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,038D,1396,1396,46,00EA,01A2,0398,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:29:24.097731Z,813.406,13.9V,0,2256.7,76.446,146.32,255.37,36.66,102.2,00,-0.66,3.9784,3.9771,3.9815,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,038D,1396,1396,46,00EA,01A2,0398,032E,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:29:31.311105Z,820.62,13.8V,0,2256.7,76.446,146.32,255.37,36.66,102.2,00,-0.67,3.9784,3.9771,3.9815,4.4,710FB317,757575757575757575757676767675757575757575757575,0064,038D,1396,1391,46,00EA,01A2,0398,032E,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:29:38.750108Z,828.059,13.9V,0,2256.7,76.446,146.31,255.37,36.66,102.2,00,-1.33,3.9784,3.977,3.9814,4.4,760FB317,757575757575757575757676767675757575757575757575,0064,0388,139A,139A,46,00EA,01A2,0398,032E,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:29:45.650942Z,834.96,13.9V,0,2256.7,76.446,146.31,255.37,36.66,102.2,00,-0.68,3.9784,3.977,3.9815,4.5,760FB317,757575757575757575757676757675757575757575757575,0064,0388,1391,1391,46,00EA,01A2,0393,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:29:54.211217Z,843.52,13.8V,0,2256.7,76.446,146.31,255.37,36.66,102.2,00,-0.67,3.9784,3.9771,3.9814,4.3,710FB317,757575757575757575757676757675757575757575757575,0064,0388,1396,1396,46,00EA,01A2,0393,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:30:01.310139Z,850.619,13.9V,0,2256.7,76.446,146.31,255.37,36.66,102.2,00,-0.69,3.9784,3.977,3.9814,4.4,760FB317,757575757575757575757676767675757575757575757575,0064,0388,1391,1391,46,00EA,01A2,0398,032E,382.0,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
2026-09-03T23:30:08.271079Z,857.58,13.9V,0,2256.7,76.446,146.31,255.37,36.66,102.2,00,-0.61,3.9784,3.977,3.9815,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,0388,1391,1391,46,00EA,01A2,0393,032E,382.0,1.5,0.57,13.0,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBEBFBFBFBFBFBFBFBFBF
