utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,cell_extra_raw,array_2af1,evse_current_raw,group_v1_raw,group_v2_raw,group_v3_raw,hv_temp_raw,batt_temp_a_raw,batt_temp_b_raw,coolant_1_raw,coolant_2_raw,pack_v,pack_a,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43
2026-09-03T23:17:01.808906Z,71.118,13.9V,0,2256.7,76.446,146.52,255.37,36.66,105.8,00,-0.66,3.9789,3.9776,3.982,4.4,730FB317,757675757575757575757676757675757575757575757575,0064,0518,1391,1391,46,00EA,01A2,03AC,0333,382.18,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:17:09.353048Z,78.662,13.9V,0,2256.7,76.446,146.51,255.37,36.66,105.8,00,-1.28,3.9789,3.9776,3.982,4.4,730FB317,757675757575757575757676767675757575757575757575,0064,0509,1391,1391,46,00EA,01A2,03AC,0333,382.0,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:17:17.378321Z,86.687,13.9V,0,2256.7,76.446,146.51,255.37,36.66,105.8,00,-1.22,3.9789,3.9776,3.982,4.4,710FB317,757675757575757575757676757675757575757575757575,0064,04FA,1396,1396,46,00EA,01A2,03AC,0333,382.15,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:17:25.238602Z,94.547,13.9V,0,2256.7,76.446,146.51,255.37,36.66,105.8,00,-1.36,3.9789,3.9776,3.982,4.4,710FB317,757675757575757575757676757675757575757575757575,0064,04F0,1396,1391,46,00EA,01A2,03AC,0333,382.18,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:17:32.671889Z,101.981,13.9V,0,2256.7,76.446,146.51,255.37,36.66,105.8,00,-0.68,3.9789,3.9776,3.9821,4.5,720FB317,757575757575757575757676757675757575757575757575,0064,04DC,1396,1396,46,00EA,01A2,03AC,0333,381.96,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:17:40.499645Z,109.808,13.9V,0,2256.7,76.446,146.5,255.37,36.66,104.0,00,-1.34,3.9789,3.9776,3.982,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,04CD,1396,1391,46,00EA,01A2,03AC,0333,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:17:47.625081Z,116.934,13.9V,0,2256.7,76.446,146.5,255.37,36.66,104.0,00,-1.35,3.9789,3.9776,3.982,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,04C3,1396,1391,46,00EA,01A2,03AC,0333,381.81,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:17:54.540355Z,123.849,13.9V,0,2256.7,76.446,146.5,255.37,36.66,104.0,00,-1.37,3.9789,3.9775,3.982,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,04B9,1396,139A,46,00EA,01A2,03AC,0333,382.18,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:18:01.296911Z,130.605,13.9V,0,2256.7,76.446,146.5,255.37,36.66,104.0,00,-1.21,3.9789,3.9776,3.982,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,04A5,1396,1396,46,00EA,01A2,03AC,0333,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:18:08.323133Z,137.632,13.9V,0,2256.7,76.446,146.5,255.37,36.66,102.2,00,-0.61,3.9789,3.9775,3.982,4.5,760FB317,757575757575757575757676757675757575757575757575,0064,0496,1391,1396,46,00EA,01A2,03AC,0333,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:18:15.127925Z,144.436,13.9V,0,2256.7,76.446,146.49,255.37,36.66,102.2,00,-1.25,3.9789,3.9775,3.982,4.5,760FB317,757575757575757575757676757675757575757575757575,0064,048C,1396,1396,46,00EA,01A2,03AC,0333,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:18:22.350558Z,151.659,13.9V,0,2256.7,76.446,146.49,255.37,36.66,102.2,00,-1.26,3.9789,3.9775,3.982,4.5,760FB317,757575757575757575757676757675757575757575757575,0064,047D,1396,1396,46,00EA,01A2,03A7,0333,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:18:29.718292Z,159.027,13.9V,0,2256.7,76.446,146.49,255.37,36.66,102.2,00,-1.26,3.9789,3.9775,3.982,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,0473,1396,1396,46,00EA,01A2,03A7,0333,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:18:37.124417Z,166.433,13.9V,0,2256.7,76.446,146.49,255.37,36.66,102.2,00,-0.64,3.9789,3.9775,3.982,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,0464,1396,1396,46,00EA,01A2,03A7,0333,381.96,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:18:44.479091Z,173.788,13.9V,0,2256.7,76.446,146.49,255.37,36.66,100.4,00,-0.63,3.9788,3.9775,3.9819,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,045F,1391,1391,46,00EA,01A2,03A7,0333,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:18:50.851000Z,180.161,13.9V,0,2256.7,76.446,146.48,255.37,36.66,100.4,00,-1.28,3.9789,3.9775,3.9819,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,0455,1396,1396,46,00EA,01A2,03A7,0333,382.15,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:18:58.125533Z,187.434,13.9V,0,2256.7,76.446,146.48,255.37,36.66,100.4,00,-1.27,3.9788,3.9775,3.982,4.5,710FB317,757575757575757575757676757675757575757575757575,0064,0450,139A,1396,46,00EA,01A2,03A7,0333,381.85,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:19:06.180300Z,195.489,13.9V,0,2256.7,76.446,146.48,255.37,36.66,100.4,00,-1.24,3.9788,3.9775,3.982,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,0446,1391,1391,46,00EA,01A2,03A7,0333,382.0,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:19:14.142470Z,203.451,13.9V,0,2256.7,76.446,146.48,255.37,36.66,100.4,00,-0.61,3.9788,3.9775,3.982,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,0440,1391,1391,46,00EA,01A2,03A7,0333,382.0,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:19:21.252306Z,210.561,13.9V,0,2256.7,76.446,146.47,255.37,36.66,100.4,00,-1.22,3.9788,3.9775,3.9818,4.3,720FB317,757575757575757575757676757675757575757575757575,0064,043C,1391,1391,46,00EA,01A2,03A7,0333,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:19:28.634262Z,217.943,13.9V,0,2256.7,76.446,146.47,255.37,36.66,100.4,00,-1.22,3.9788,3.9775,3.9819,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,0432,1396,1391,46,00EA,01A2,03A7,0332,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:19:36.488513Z,225.797,13.9V,0,2256.7,76.446,146.47,255.37,36.66,100.4,00,-1.21,3.9788,3.9775,3.9819,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,042D,1396,1391,46,00EA,01A2,03A7,0331,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:19:43.889041Z,233.198,13.9V,0,2256.7,76.446,146.47,255.37,36.66,100.4,00,-1.21,3.9788,3.9775,3.9819,4.4,710FB717,757575757575757575757676757675757575757575757575,0064,0428,139A,1391,46,00EA,01A2,03A2,0330,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:19:50.702271Z,240.011,13.9V,0,2256.7,76.446,146.47,255.37,36.66,100.4,00,-0.6,3.9788,3.9775,3.9819,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,0423,1391,1391,46,00EA,01A2,03A2,032F,382.15,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:19:57.840248Z,247.149,13.9V,0,2256.7,76.446,146.46,255.37,36.66,100.4,00,-1.21,3.9788,3.9774,3.9819,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,0423,1396,1396,46,00EA,01A2,03A2,032F,382.0,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:20:04.911419Z,254.22,13.9V,0,2256.7,76.446,146.46,255.37,36.66,100.4,00,-1.23,3.9788,3.9775,3.9819,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,041E,1391,1391,46,00EA,01A2,03A2,032F,381.85,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:20:11.732801Z,261.041,13.9V,0,2256.7,76.446,146.46,255.37,36.66,100.4,00,-1.25,3.9788,3.9774,3.9818,4.4,760FB317,757575757575757575757676757675757575757575757575,0064,041E,1396,138C,46,00EA,01A2,03A2,032F,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:20:18.860118Z,268.169,13.9V,0,2256.7,76.446,146.46,255.37,36.66,100.4,00,-0.62,3.9788,3.9774,3.9819,4.5,760FB317,757575757575757575757676757675757575757575757575,0064,0419,1391,1391,46,00EA,01A2,03A2,032E,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:20:27.170389Z,276.479,13.8V,0,2256.7,76.446,146.46,255.37,36.66,100.4,00,-0.62,3.9788,3.9774,3.9819,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,0414,1396,1396,46,00EA,01A2,03A2,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:20:34.216373Z,283.525,13.9V,0,2256.7,76.446,146.45,255.37,36.66,100.4,00,-1.25,3.9788,3.9774,3.9819,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,0414,1391,1391,46,00EA,01A2,03A2,032E,382.0,1.2,0.46,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:20:42.524656Z,291.833,13.9V,0,2256.7,76.446,146.45,255.37,36.66,100.4,00,-1.23,3.9788,3.9774,3.9818,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,040F,1391,1391,46,00EA,01A2,03A2,032E,382.15,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:20:49.359073Z,298.668,13.8V,0,2256.7,76.446,146.45,255.37,36.66,100.4,00,-1.23,3.9788,3.9774,3.9819,4.5,760FB317,757575757575757575757676757675757575757575757575,0064,040A,1396,1396,46,00EA,01A2,03A2,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:20:58.935437Z,308.244,13.9V,0,2256.7,76.446,146.45,255.37,36.66,102.2,00,-0.67,3.9788,3.9774,3.9819,4.5,720FB317,757575757575757575757676757675757575757575757575,0064,040A,1391,1391,46,00EA,01A2,03A2,032E,382.15,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:21:03.831479Z,313.14,13.9V,0,2256.7,76.446,146.44,255.37,36.66,102.2,00,-1.22,3.9787,3.9774,3.9818,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,0405,1396,1396,46,00EA,01A2,03A2,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:21:10.835481Z,320.144,13.9V,0,2256.7,76.446,146.44,255.37,36.66,102.2,00,-1.22,3.9788,3.9774,3.9818,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,0405,1396,1396,46,00EA,01A2,03A2,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:21:16.921290Z,326.23,13.9V,0,2256.7,76.446,146.44,255.37,36.66,102.2,00,-1.24,3.9787,3.9774,3.9818,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,0400,1396,1396,46,00EA,01A2,039D,032E,382.0,1.8,0.69,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:21:24.834675Z,334.143,13.9V,0,2256.7,76.446,146.44,255.37,36.66,102.2,00,-1.25,3.9787,3.9774,3.9818,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03FB,1396,1396,46,00EA,01A2,039D,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,0.0,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:21:32.138990Z,341.448,13.9V,0,2256.7,76.446,146.44,255.37,36.66,102.2,00,-0.62,3.9787,3.9774,3.9818,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03FB,1396,1391,46,00EA,01A2,039D,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:21:39.291227Z,348.6,13.9V,0,2256.7,76.446,146.43,255.37,36.66,102.2,00,-1.27,3.9787,3.9774,3.9818,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03FB,1391,1391,46,00EA,01A2,039D,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:21:47.522946Z,356.832,13.9V,0,2256.7,76.446,146.43,255.37,36.66,102.2,00,-1.24,3.9787,3.9774,3.9818,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03F6,1396,1391,46,00EA,01A2,039D,032E,382.0,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:21:52.666184Z,361.975,13.9V,0,2256.7,76.446,146.43,255.37,36.66,102.2,00,-1.34,3.9787,3.9774,3.9818,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03F6,1396,1396,46,00EA,01A2,039D,032E,381.66,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:21:56.196179Z,365.505,13.9V,0,2256.7,76.446,146.43,255.37,36.66,102.2,00,-1.26,3.9787,3.9774,3.9818,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,03F1,1391,1391,46,00EA,01A2,039D,032E,382.18,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:21:59.703762Z,369.012,13.9V,0,2256.7,76.446,146.43,255.37,36.66,102.2,00,-0.64,3.9787,3.9774,3.9818,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,03F1,1396,1396,46,00EA,01A2,039D,032E,381.96,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:22:03.197984Z,372.507,13.9V,0,2256.7,76.446,146.43,255.37,36.66,102.2,00,-0.61,3.9787,3.9773,3.9818,4.5,730FB317,757575757575757575757676757675757575757575757575,0064,03EB,1391,1391,46,00EA,01A2,039D,032E,382.03,1.5,0.57,13.1,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:22:15.053347Z,384.362,13.8V,0,2256.7,76.446,146.43,255.37,36.66,102.2,00,-0.62,3.9787,3.9774,3.9818,4.4,730FB317,757575757575757575757676757675757575757575757575,0064,03EB,1391,1391,46,00EA,01A2,039D,032E,382.18,1.5,0.57,13.0,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:22:21.924570Z,391.233,13.7V,0,2256.7,76.446,146.42,255.37,36.66,102.2,00,-1.26,3.9787,3.9774,3.9818,4.4,710FB317,757575757575757575757676757675757575757575757575,0064,03EB,1396,1396,46,00EA,01A2,039D,032E,382.0,1.5,0.57,13.0,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:22:27.682236Z,396.991,13.7V,0,2256.7,76.446,146.42,255.37,36.66,102.2,00,-1.3,3.9787,3.9773,3.9818,4.5,760FB317,757575757575757575757676757675757575757575757575,0064,03E7,139A,1396,46,00EA,01A2,039D,032E,382.0,1.8,0.69,13.0,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:22:34.880706Z,404.189,13.7V,0,2256.7,76.446,146.42,255.37,36.66,102.2,00,-0.65,3.9787,3.9774,3.9818,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,03E7,139A,1396,46,00EA,01A2,039D,032E,382.18,1.5,0.57,13.0,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
2026-09-03T23:22:43.318912Z,412.628,13.7V,0,2256.7,76.446,146.42,255.37,36.66,102.2,00,-0.65,3.9787,3.9774,3.9818,4.4,720FB317,757575757575757575757676757675757575757575757575,0064,03E7,1396,1391,46,00EA,01A2,039D,032E,382.0,1.5,0.57,13.0,0,0,0,0,0,-33.42,0.0,-0.00637,BEBEBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFC0BF
