utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,cell_extra_raw,array_2af1,pack_v,pack_a,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43
2026-09-03T22:27:36.051154Z,0.0,13.9V,0,2256.7,77.447,146.95,256.61,36.66,105.8,00,,3.9828,3.9814,3.9861,4.7,720FB717,767675757575757575757676767675757575757575757676,382.38,3.9,1.49,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0
2026-09-03T22:27:41.932435Z,5.882,13.9V,0,2256.7,77.447,146.95,256.61,36.66,105.8,00,0.0,3.9829,3.9814,3.9861,4.7,760FB317,767675757575757575757676767675757575757575757676,382.53,4.2,1.61,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0
2026-09-03T22:27:46.094246Z,10.043,13.8V,0,2256.7,77.447,146.95,256.61,36.66,104.0,00,0.0,3.9829,3.9815,3.9861,4.6,720FB317,767675757575757575757676767675757575757575757676,382.34,3.9,1.49,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0
2026-09-03T22:27:50.255510Z,14.205,13.9V,0,2256.7,77.447,146.95,256.61,36.66,104.0,00,0.0,3.9828,3.9813,3.9861,4.8,720FB317,767675757575757575757676767675757575757575757676,382.53,3.9,1.49,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0
2026-09-03T22:27:54.419499Z,18.369,13.8V,0,2256.7,77.447,146.95,256.61,36.66,104.0,00,0.0,3.9829,3.9814,3.9861,4.7,710FB317,767675757575757575757676767675757575757575757676,382.53,4.2,1.61,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0
2026-09-03T22:27:59.648860Z,23.598,13.8V,0,2256.7,77.447,146.94,256.61,36.66,105.8,00,-1.53,3.9828,3.9813,3.986,4.7,710FB317,767675757575757575757676767675757575757575757676,382.53,3.9,1.49,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0
2026-09-03T22:28:04.368682Z,28.318,13.7V,0,2256.7,77.447,146.94,256.61,36.66,105.8,00,-1.27,3.9828,3.9813,3.986,4.7,710FB317,767675757575757575757676767675757575757575757676,382.34,4.5,1.72,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0
2026-09-03T22:28:08.744085Z,32.693,13.9V,0,2256.7,77.447,146.94,256.61,36.66,105.8,00,-1.1,3.9828,3.9814,3.9861,4.7,710FB317,767675757575757575757676767675757575757575757676,382.34,3.9,1.49,13.1,0,0,0,0,0,-29.44,0.0,-0.01274,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0
2026-09-03T22:28:12.982261Z,36.931,13.9V,0,2256.7,77.447,146.94,256.61,36.66,105.8,00,-0.97,3.9827,3.9813,3.986,4.7,710FB317,767675757575757575757676767675757575757575757676,382.53,4.2,1.61,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0C0C0C0C0C0C0C0C0C0C0
2026-09-03T22:28:17.205623Z,41.155,13.8V,0,2256.7,77.447,146.93,256.61,36.66,105.8,00,-1.75,3.9828,3.9814,3.9861,4.7,710FB317,767675757575757575757676767675757575757575757676,382.53,3.9,1.49,13.1,0,0,0,0,0,-29.44,0.0,-0.01274,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0BFC0C0C0C0C0C0C0C0C0
2026-09-03T22:28:21.125442Z,45.075,13.9V,0,2256.7,77.447,146.93,256.61,36.66,105.8,00,-1.6,3.9828,3.9814,3.9861,4.7,710FB317,767675757575757575757676767675757575757575757676,382.34,4.5,1.72,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0BFC0C0C0C0C0C0C0C0C0
2026-09-03T22:28:26.160432Z,50.109,13.9V,0,2256.7,77.447,146.93,256.61,36.66,105.8,00,-1.44,3.9827,3.9813,3.986,4.7,710FB317,767675757575757575757676767675757575757575757676,382.53,3.9,1.49,13.1,0,0,0,0,0,-29.44,0.0,-0.01274,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0BFC0C0C0C0C0C0C0C0C0
2026-09-03T22:28:30.643981Z,54.593,13.8V,0,2256.7,77.447,146.93,256.61,36.66,105.8,00,-1.32,3.9827,3.9813,3.986,4.7,710FB317,767675757575757575757676767675757575757575757676,382.53,3.9,1.49,13.1,0,0,0,0,0,-29.44,0.0,-0.01274,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0BFC0C0C0C0C0C0C0C0C0
2026-09-03T22:28:34.344180Z,58.293,13.9V,0,2256.7,77.447,146.93,256.61,36.66,105.8,00,-1.24,3.9827,3.9813,3.986,4.7,710FB317,767675757575757575757676767675757575757575757676,382.34,3.9,1.49,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0BFC0C0C0C0C0C0C0C0C0
2026-09-03T22:28:37.149172Z,61.098,13.8V,0,2256.7,77.447,146.92,256.61,36.66,105.8,00,-1.96,3.9828,3.9814,3.9861,4.7,710FB317,767675757575757575757676767675757575757575757676,382.31,3.9,1.49,13.1,0,0,0,0,0,-29.44,0.0,-0.00637,BFBFBFBFBFBFBFBFBFBFBFBFBFBFC0C0BFC0C0C0C0C0C0C0C0C0
