utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,cell_extra_raw,array_2af1,pack_v,pack_a,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43
2026-09-03T21:55:38.466804Z,0.0,13.8V,0,2247.5,78.949,150.52,262.83,31.01,104.0,00,,3.9989,3.9974,4.0023,4.9,720FB717,757574747474747474747575757574747474747474747574,383.93,5.1,1.96,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:55:44.384975Z,5.918,13.8V,0,2247.5,78.949,150.52,262.83,31.01,104.0,00,0.0,3.999,3.9975,4.0023,4.8,720FB317,757574747474747474747575757574747474747474747574,383.9,5.1,1.96,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:55:48.429273Z,9.963,13.8V,0,2247.5,78.949,150.51,262.83,31.01,104.0,00,-3.61,3.9989,3.9974,4.0023,4.9,710FB317,757574747474747474747575757574747474747474747574,383.75,4.8,1.84,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:55:52.867469Z,14.401,13.8V,0,2247.5,78.949,150.51,262.83,31.01,104.0,00,-2.5,3.9988,3.9973,4.0022,4.9,710FB317,757574747474747474747575757574747474747474747574,383.93,5.4,2.07,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:56:11.837333Z,33.371,13.8V,0,2247.5,78.949,150.5,262.83,31.01,104.0,00,-2.16,3.9988,3.9973,4.0021,4.8,720FB317,757574747474747474747575757574747474747474747574,384.09,5.4,2.07,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:56:21.205776Z,42.739,13.8V,0,2247.5,78.949,150.49,262.83,31.01,104.0,00,-2.53,3.9987,3.9972,4.0021,4.9,710FB317,757574747474747474747575757574747474747474747574,383.93,6.0,2.3,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:56:25.160342Z,46.694,13.8V,0,2247.5,78.949,150.49,262.83,31.01,104.0,00,-2.31,3.9987,3.9971,4.0021,5.0,760FB317,757574747474747474747575757574747474747474747574,383.9,6.0,2.3,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:56:29.029787Z,50.563,13.8V,0,2247.5,78.949,150.49,262.83,31.01,104.0,00,-2.14,3.9988,3.9973,4.0022,4.9,710FB317,757574747474747474747575757574747474747474747574,384.09,6.0,2.3,13.1,0,0,0,0,0,-34.5,0.0,0.03186,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:56:32.822463Z,54.356,13.8V,0,2247.5,78.949,150.48,262.83,31.01,104.0,00,-2.65,3.9987,3.9973,4.0021,4.8,710FB317,757574747474747474747575757574747474747474747574,384.09,5.7,2.19,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:56:36.743182Z,58.277,13.8V,0,2247.5,78.949,150.48,262.83,31.01,104.0,00,-2.47,3.9987,3.9972,4.0021,4.9,710FB317,757574747474747474747575757574747474747474747574,384.09,5.1,1.96,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:56:40.967708Z,62.501,13.8V,0,2247.5,78.949,150.48,262.83,31.01,104.0,00,-2.54,3.9987,3.9972,4.002,4.8,710FB317,757574747474747474747575757574747474747474747574,384.09,5.4,2.07,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:56:45.312050Z,66.845,13.8V,0,2247.5,78.949,150.47,262.83,31.01,104.0,00,-2.53,3.9987,3.9972,4.0021,4.9,760FB317,757574747474747474747575757574747474747474747574,384.09,5.1,1.96,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
2026-09-03T21:56:49.246158Z,70.78,13.8V,0,2247.5,78.949,150.47,262.83,31.01,104.0,00,-2.55,3.9987,3.9972,4.0022,5.0,740FB317,757574747474747474747575757574747474747474747574,384.09,5.4,2.07,13.1,0,0,0,0,0,-34.5,0.0,0.02548,C3C3C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C4C5C4
