utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,cell_extra_raw,array_2af1,obd_standard,run_time_s,dist_with_mil_km,warmups_since_clear,dist_since_clear_km,module_voltage,regen_field_raw,thermal_energy_raw,thermal_distance_raw,compressor_temp_raw,evse_current_raw,group_v1_raw,group_v2_raw,group_v3_raw,hv_temp_raw,batt_temp_a_raw,batt_temp_b_raw,coolant_1_raw,coolant_2_raw,pack_v,pack_a,field_2429_raw,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43,mil_on,dtc_count
2026-09-04T05:11:53.507282Z,0.0,13.5V,,,73.944,141.81,246.67,47.72,100.4,94,,3.9734,3.9724,3.9757,3.3,710FB317,707070707070707070707171717170707070707070707070,,,,,,,00004D,00033E,0000B1,6D,00A0,03C9,1391,1391,46,0418,0000,0389,030C,381.42,-21.25,5806,-8.11,12.7,0,0,0,0,0,-72.42,0.0,-0.00637,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA,,
2026-09-04T05:12:04.933485Z,11.426,13.5V,,,73.944,141.83,246.67,47.72,100.4,95,6.3,3.9735,3.9724,3.9758,3.4,760FB317,707070707070707070707171717170707070707070707070,,,,,,,00004D,00033E,0000B1,6D,00A0,03C9,1396,1396,46,0418,0000,0389,0312,381.76,-21.55,5806,-8.23,12.8,0,0,0,0,0,-72.42,0.0,-0.00637,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA,,
2026-09-04T05:12:27.708139Z,34.201,13.5V,,,74.343,141.88,246.67,47.72,100.4,95,7.37,3.9736,3.9725,3.976,3.5,760FB317,707070707070707070707171717170707070707070707070,,,,,,,00004D,00033E,0000B1,6D,00A0,03C9,1396,1396,46,0418,0000,0389,0314,381.94,-21.25,5806,-8.12,12.8,0,0,0,0,0,-72.42,0.0,-0.00637,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA,,
2026-09-04T05:12:37.164123Z,43.657,13.4V,,,74.343,141.9,246.67,47.72,100.4,95,7.42,3.9737,3.9727,3.9761,3.4,760FB317,707070707070707070707171717170707070707070707070,,,,,,,00004D,00033E,0000B1,6D,00A0,03C9,1396,1396,46,0418,0000,0389,0316,381.57,-21.25,5806,-8.11,12.8,0,0,0,0,0,-72.42,0.0,-0.00637,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA,,
2026-09-04T05:12:46.634455Z,53.127,13.5V,,,74.343,141.92,246.67,47.72,100.4,95,7.45,3.9738,3.9727,3.9762,3.5,760FB317,707070707070707070707171717170707070707070707070,,,,,,,00004D,00033E,0000B1,6D,00A0,03C9,139A,1391,46,0418,0000,0389,0318,381.61,-22.75,5806,-8.68,12.6,0,0,0,0,0,-72.42,0.0,-0.00637,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA,,
2026-09-04T05:12:56.975744Z,63.469,13.1V,,,74.343,141.95,246.67,47.72,100.4,95,8.3,3.9739,3.9728,3.9761,3.3,730FB317,707070707070707070707171717170707070707070707070,,,,,,,00004D,00033E,0000B1,6D,00A0,03C9,1396,1391,46,0418,0000,0389,031A,381.76,-21.85,5806,-8.34,12.8,0,0,0,0,0,-72.42,0.0,-0.00637,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA,,
2026-09-04T05:13:06.540023Z,73.033,13.5V,,,74.343,141.97,247.29,47.72,100.4,95,8.34,3.974,3.973,3.9763,3.3,720FB317,707070707070707070707171717170707070707070707070,,,,,,,00004D,00033E,0000B1,6D,00A0,03C9,1396,1391,46,0418,0000,0389,031B,381.76,-21.55,5806,-8.23,12.7,0,0,0,0,0,-72.42,0.0,-0.00637,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA,,
2026-09-04T05:13:15.907583Z,82.4,13.5V,,,74.343,141.99,247.29,47.72,100.4,95,8.22,3.9741,3.973,3.9763,3.3,730FB317,707070707070707070707171717170707070707070707070,,,,,,,00004D,00033E,0000B1,6D,00A0,03C9,1391,1391,46,0418,0000,0389,031D,381.61,-22.45,5806,-8.57,12.8,0,0,0,0,0,-72.42,0.0,-0.00637,B9B8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA,,
2026-09-04T05:13:25.332615Z,91.826,13.5V,,,74.343,142.01,247.29,47.72,100.4,95,8.12,3.9742,3.9731,3.9765,3.4,760FB317,707070707070707070707171717170707070707070707070,,,,,,,00004D,00033E,0000B1,6D,00A0,03C9,1396,1391,46,0418,0000,0389,031E,381.57,-21.85,5806,-8.34,12.8,0,0,0,0,0,-72.42,0.0,-0.00637,BAB8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA,,
2026-09-04T05:13:34.696903Z,101.19,13.5V,,,74.343,142.03,247.29,47.72,100.4,95,8.13,3.9744,3.9732,3.9767,3.5,760FB117,707070707070707070707171717170707070707070707070,,,,,,,00004D,00033E,0000B1,6D,00A0,03C9,1396,1391,46,0418,0000,0389,0320,381.76,-22.15,5806,-8.46,12.7,0,0,0,0,0,-72.42,0.0,-0.00637,BAB8B9B9B9B9B9B9B9B9B9B9B9B9BABABABABABABABABABABBBA,,
