utc,elapsed_s,volts,speed_kph,odometer_km,soc_pct,energy_kwh,range_mi,dist_since_chg_mi,temp_f,charger_5401_raw,power_kw,cell_avg_v,cell_min_v,cell_max_v,cell_spread_mv,cell_extra_raw,array_2af1,obd_standard,run_time_s,dist_with_mil_km,warmups_since_clear,dist_since_clear_km,module_voltage,regen_field_raw,thermal_energy_raw,thermal_distance_raw,compressor_temp_raw,evse_current_raw,group_v1_raw,group_v2_raw,group_v3_raw,hv_temp_raw,batt_temp_a_raw,batt_temp_b_raw,coolant_1_raw,coolant_2_raw,pack_v,pack_a,field_2429_raw,hv_power_kw,dmc2_v,wheel_fl_kph,wheel_fr_kph,wheel_rl_kph,wheel_rr_kph,brake_kpa,steering_deg,lateral_g,longitudinal_g,array_2b43,mil_on,dtc_count
2026-09-04T02:00:50.954194Z,0.0,13.8V,0,2274.5,69.943,133.39,233.0,47.72,95.0,00,,3.9287,3.9276,3.9311,3.5,730FB317,757676757675757575757676767676767576757575757675,5.0,6224.0,0.0,10.0,147.0,13.543,00004D,00033E,0000B1,72,0064,0554,1391,1396,46,00EA,01A2,03B1,0301,377.33,1.5,5806,0.57,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:00:58.885415Z,7.931,13.9V,0,2274.5,69.943,133.39,233.0,47.72,95.0,00,0.0,3.9287,3.9276,3.9311,3.5,730FB317,757676757675757575757676767676767576757575757675,5.0,6231.0,0.0,10.0,147.0,13.55,00004D,00033E,0000B1,72,0064,054F,1396,1396,46,00EA,01A2,03B1,0301,377.18,1.5,5806,0.57,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:01:06.225759Z,15.272,13.8V,0,2274.5,69.943,133.39,233.0,47.72,95.0,00,0.0,3.9287,3.9276,3.931,3.4,730FB317,757676757675757575757676767675767576757575757675,5.0,6237.0,0.0,10.0,147.0,13.543,00004D,00033E,0000B1,72,0064,054F,1396,1396,46,00EA,01A2,03AC,0301,377.15,1.2,5806,0.45,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:01:12.000722Z,21.047,13.8V,0,2274.5,69.943,133.38,233.0,47.72,95.0,00,-1.71,3.9287,3.9276,3.9311,3.5,730FB317,757676757675757575757676767675767576757575757675,5.0,6244.0,0.0,10.0,147.0,13.543,00004D,00033E,0000B1,71,0064,054A,1396,1391,46,00EA,01A2,03AC,0301,376.99,1.2,5806,0.45,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:01:18.899755Z,27.946,13.8V,0,2274.5,69.943,133.38,233.0,47.72,95.0,00,-1.29,3.9287,3.9276,3.931,3.4,730FB317,757676757675757575757676767675767576757575757675,5.0,6250.0,0.0,10.0,147.0,13.55,00004D,00033E,0000B1,71,0064,054A,1396,1396,46,00EA,01A2,03AC,0301,376.99,1.2,5806,0.45,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:01:25.351510Z,34.398,13.8V,0,2274.5,69.943,133.38,233.0,47.72,95.0,00,-1.05,3.9287,3.9276,3.931,3.4,730FB317,757676757675757575757676767675767576757575757675,5.0,6257.0,0.0,10.0,147.0,13.536,00004D,00033E,0000B1,71,0064,0545,1391,1391,46,00EA,01A2,03AC,0301,377.33,1.2,5806,0.45,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:01:31.731474Z,40.778,13.8V,0,2274.5,69.943,133.38,233.0,47.72,95.0,00,-0.88,3.9287,3.9277,3.9311,3.4,730FB317,757676757675757575757676767675767576757575757675,5.0,6263.0,0.0,10.0,147.0,13.55,00004D,00033E,0000B1,71,0064,0540,1391,1396,46,00EA,01A2,03A7,0301,377.33,1.2,5806,0.45,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:01:37.853981Z,46.9,13.8V,0,2274.5,69.943,133.38,233.0,47.72,95.0,00,-0.77,3.9287,3.9276,3.9311,3.5,730FB317,757676757675757575757676767675767576757575757575,5.0,6270.0,0.0,10.0,147.0,13.543,00004D,00033E,0000B1,71,0064,0540,1396,1391,46,00EA,01A2,03A7,0301,377.3,1.2,5806,0.45,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:01:44.643064Z,53.689,13.8V,0,2274.5,69.943,133.38,233.0,47.72,95.0,00,-0.67,3.9287,3.9276,3.9311,3.5,730FB317,757675757675757575757676767675757575757575757575,5.0,6276.0,0.0,10.0,147.0,13.543,00004D,00033E,0000B1,71,0064,053A,1396,1391,46,00EA,01A2,03A7,0301,377.33,1.5,5806,0.57,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:01:50.926453Z,59.972,13.8V,0,2274.5,69.943,133.38,233.0,47.72,95.0,00,-0.6,3.9287,3.9277,3.9311,3.4,730FB317,757675757675757575757676767675757575757575757575,5.0,6284.0,0.0,10.0,147.0,13.55,00004D,00033E,0000B1,71,0064,0536,1391,1391,46,00EA,01A2,03A7,0301,377.33,1.5,5806,0.57,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:01:58.422289Z,67.468,13.8V,0,2274.5,69.943,133.37,233.0,47.72,95.0,00,-1.21,3.9287,3.9276,3.9311,3.5,730FB317,757675757675757575757676767675757575757575757575,5.0,6290.0,0.0,10.0,147.0,13.55,00004D,00033E,0000B1,71,0064,0531,1391,1391,46,00EA,01A2,03A7,0301,377.18,1.5,5806,0.57,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:02:04.553788Z,73.6,13.8V,0,2274.5,69.943,133.37,233.0,47.72,95.0,00,-1.23,3.9287,3.9276,3.9311,3.5,730FB317,757675757675757575757676767675757575757575757575,5.0,6298.0,0.0,10.0,147.0,13.55,00004D,00033E,0000B1,71,0064,052C,1396,1396,46,00EA,01A2,03A7,0301,377.33,1.2,5806,0.45,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAFAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:02:12.386677Z,81.433,13.8V,0,2274.5,69.943,133.37,233.0,47.72,95.0,00,-0.67,3.9287,3.9276,3.9311,3.5,730FB317,757675757675757575757676767675757575757575757575,5.0,6304.0,0.0,10.0,147.0,13.55,00004D,00033E,0000B1,71,0064,0527,1391,1391,46,00EA,01A2,03A2,0301,377.48,1.5,5806,0.57,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAEAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:02:19.349599Z,88.396,13.8V,0,2274.5,69.943,133.37,233.0,47.72,95.0,00,-0.67,3.9287,3.9276,3.9311,3.5,730FB317,757675757675757575757676767675757575757575757575,5.0,6312.0,0.0,10.0,147.0,13.556,00004D,00033E,0000B1,71,0064,0522,1396,1391,46,00EA,01A2,03A2,0301,377.18,1.5,5806,0.57,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAEAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:02:26.551475Z,95.598,13.8V,0,2274.5,69.943,133.37,233.0,47.72,95.0,00,-0.66,3.9287,3.9277,3.9311,3.4,730FB317,757675757675757575757676767675757575757575757575,5.0,6318.0,0.0,10.0,147.0,13.543,00004D,00033E,0000B1,71,0064,0522,1396,1396,46,00EA,01A2,03A2,0301,377.48,1.5,5806,0.57,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAEAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:02:32.980595Z,102.027,13.8V,0,2274.5,69.943,133.37,233.0,47.72,95.0,00,-0.65,3.9287,3.9276,3.9311,3.5,730FB317,757675757675757575757676767675757575757575757575,5.0,6326.0,0.0,10.0,147.0,13.563,00004D,00033E,0000B1,71,0064,051D,1396,1396,46,00EA,01A2,03A2,0301,377.48,1.5,5806,0.57,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAFAFAFAEAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:02:41.078617Z,110.125,13.8V,0,2274.5,69.943,133.37,233.0,47.72,95.0,00,-0.64,3.9287,3.9276,3.9311,3.5,730FB317,757675757675757575757676767675757575757575757575,5.0,6333.0,0.0,10.0,147.0,13.55,00004D,00033E,0000B1,71,0064,0518,1396,1396,46,00EA,01A2,03A2,0301,377.33,1.5,5806,0.57,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAEAFAFAEAFAFAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
2026-09-04T02:02:48.170671Z,117.217,13.8V,0,2274.5,69.943,133.36,233.0,47.72,95.0,00,-1.26,3.9287,3.9277,3.9311,3.4,730FB317,757675757675757575757676767675757575757575757575,5.0,6340.0,0.0,10.0,147.0,13.55,00004D,00033E,0000B1,71,0064,0513,1396,1396,46,00EA,01A2,039D,0301,377.15,1.5,5806,0.57,13.1,0,0,0,0,0,-72.36,0.0,-0.01274,AFAEAFAFAEAFAFAEAFAEAFAFAFAFB0B0B0B0B0B0B0B0B0B0B1B0,0,0
